State,District,Nitrogen,Phosphorus,Potassium,Soil_pH,Organic_Carbon,Electrical_Conductivity,Soil_Moisture,Soil_Type
Gujarat,Anand,43.8,40.1,21.6,5.94,0.78,1.51,61.4,Clayey
Gujarat,Anand,81.9,37.3,50.8,6.5,0.52,0.95,25.7,Sandy
Gujarat,Anand,53.4,38.6,57.8,6.53,0.65,0.96,55.1,Red
Gujarat,Anand,39.9,42.7,52.8,6.48,0.66,0.96,60.9,Alluvial
Gujarat,Anand,91.4,54.2,39.0,6.87,0.71,0.94,39.9,Alluvial
Gujarat,Anand,86.5,50.7,38.2,6.65,1.01,1.47,36.9,Sandy
Gujarat,Anand,63.5,59.8,43.6,6.0,0.58,1.38,20.8,Loamy
Gujarat,Anand,33.1,38.0,36.9,6.65,0.86,0.81,41.8,Clayey
Gujarat,Anand,65.3,68.4,39.9,7.14,0.75,1.02,50.2,Clayey
Gujarat,Anand,56.7,32.9,18.8,5.32,0.6,1.26,47.4,Black
Gujarat,Anand,11.6,38.8,43.5,5.87,0.8,1.56,29.7,Red
Gujarat,Anand,54.0,45.3,40.6,6.36,0.75,1.17,37.3,Laterite
Gujarat,Anand,91.1,40.8,11.4,6.55,0.6,0.8,43.8,Loamy
Gujarat,Anand,50.3,21.0,37.2,7.49,0.79,1.6,44.9,Sandy
Gujarat,Anand,84.9,31.7,34.4,5.56,0.67,1.32,54.7,Sandy
Gujarat,Anand,91.5,19.9,39.6,5.67,0.54,1.53,50.9,Loamy
Gujarat,Anand,64.7,41.7,22.4,6.47,0.4,1.13,38.4,Red
Gujarat,Anand,57.3,58.4,36.1,6.89,1.04,1.51,39.6,Sandy
Gujarat,Anand,51.6,71.4,38.6,5.9,0.9,1.4,68.2,Black
Gujarat,Anand,48.3,28.2,33.9,6.98,0.4,1.33,56.7,Sandy
Gujarat,Anand,88.3,48.6,42.3,5.52,0.46,1.08,57.1,Loamy
Gujarat,Anand,18.5,45.5,47.2,5.7,0.81,1.66,57.1,Laterite
Gujarat,Anand,53.1,23.1,51.4,5.75,0.64,1.25,45.3,Red
Gujarat,Anand,83.4,41.6,37.3,6.53,0.51,1.51,55.0,Clayey
Gujarat,Anand,72.5,55.3,21.0,7.59,0.65,1.16,50.6,Loamy
Gujarat,Anand,77.8,63.3,40.2,6.62,0.45,1.15,79.1,Alluvial
Gujarat,Anand,56.8,42.0,66.4,6.79,0.56,1.12,60.8,Laterite
Gujarat,Anand,45.3,51.6,66.5,6.05,0.72,1.18,54.1,Clayey
Gujarat,Anand,59.4,39.3,36.6,5.65,0.76,0.74,45.3,Black
Gujarat,Anand,64.7,51.2,20.2,6.75,0.34,1.38,54.0,Alluvial
Gujarat,Anand,52.9,48.7,26.0,6.89,0.6,1.4,53.8,Red
Gujarat,Anand,55.1,36.6,32.5,6.86,0.53,1.31,45.4,Red
Gujarat,Anand,61.2,32.4,52.4,7.32,0.6,1.19,32.9,Red
Gujarat,Anand,53.4,49.4,43.7,6.94,0.55,1.01,33.6,Loamy
Gujarat,Anand,51.4,45.0,47.4,6.42,0.71,0.95,35.9,Black
Gujarat,Anand,45.3,51.1,29.9,6.16,0.59,1.19,36.2,Alluvial
Gujarat,Anand,50.2,53.6,16.5,6.0,0.54,1.28,13.9,Loamy
Gujarat,Anand,54.5,43.4,38.5,6.68,0.65,1.19,37.2,Red
Gujarat,Anand,23.8,34.7,49.8,7.02,0.69,1.26,70.4,Loamy
Gujarat,Anand,88.1,54.5,45.8,6.24,0.7,1.26,52.3,Loamy
Gujarat,Anand,72.8,40.8,21.5,6.34,0.93,1.74,52.3,Loamy
Gujarat,Anand,57.3,34.1,38.5,6.14,0.85,1.18,24.3,Red
Gujarat,Anand,62.1,47.0,32.8,6.67,0.65,1.17,55.6,Laterite
Gujarat,Anand,41.2,61.3,41.5,8.14,0.45,1.13,62.6,Clayey
Gujarat,Anand,64.4,49.6,45.2,5.85,0.78,1.41,51.5,Loamy
Gujarat,Anand,37.9,42.0,54.7,7.5,0.7,0.89,56.8,Clayey
Gujarat,Anand,50.1,46.7,44.0,7.57,0.52,1.03,49.3,Laterite
Gujarat,Anand,54.9,33.6,38.7,6.48,0.8,0.59,24.7,Red
Gujarat,Anand,64.3,53.4,24.5,5.64,0.96,1.18,55.5,Red
Gujarat,Anand,62.7,38.6,47.6,6.69,0.66,0.79,46.5,Alluvial
Gujarat,Anand,86.3,34.5,40.1,7.42,0.55,1.52,74.6,Clayey
Gujarat,Anand,63.4,21.9,37.1,6.32,0.64,1.04,49.4,Clayey
Gujarat,Anand,41.8,25.7,50.8,6.68,0.66,0.8,39.6,Clayey
Gujarat,Anand,47.7,31.8,39.8,6.66,0.62,1.06,42.0,Alluvial
Gujarat,Anand,41.3,45.8,10.9,6.16,0.7,0.67,6.4,Clayey
Gujarat,Anand,13.2,42.0,53.2,7.13,0.54,1.19,38.7,Alluvial
Gujarat,Anand,66.4,37.5,26.2,6.54,0.57,1.26,28.8,Red
Gujarat,Anand,30.5,25.4,50.5,6.81,0.51,1.46,45.9,Sandy
Gujarat,Anand,65.4,42.8,26.1,6.86,0.76,1.23,28.9,Red
Gujarat,Anand,49.5,63.8,23.5,6.64,0.55,0.81,52.2,Loamy
Gujarat,Anand,58.9,39.3,35.4,6.33,0.52,1.13,27.9,Clayey
Gujarat,Anand,53.3,65.5,56.0,6.22,0.73,0.4,63.4,Clayey
Gujarat,Anand,64.7,40.0,36.0,5.63,0.86,1.41,54.8,Laterite
Gujarat,Anand,28.1,47.0,25.6,7.12,0.38,1.69,78.9,Red
Gujarat,Anand,13.5,26.0,38.0,6.45,0.66,1.86,36.3,Clayey
Gujarat,Anand,61.7,42.4,64.3,6.42,0.89,1.37,50.3,Sandy
Gujarat,Anand,51.0,26.7,41.0,6.53,0.93,1.04,12.0,Black
Gujarat,Anand,55.6,46.0,59.9,7.36,0.49,1.73,63.4,Clayey
Gujarat,Anand,61.1,52.8,26.3,5.7,0.41,1.56,18.9,Sandy
Gujarat,Anand,65.9,59.2,9.5,6.58,0.66,1.65,57.4,Red
Gujarat,Anand,51.9,40.6,69.1,7.11,0.81,1.1,19.2,Red
Gujarat,Anand,109.5,50.0,38.9,5.78,0.92,1.01,58.9,Loamy
Gujarat,Anand,63.9,21.5,63.1,6.62,1.02,1.32,39.0,Sandy
Gujarat,Anand,65.1,64.6,29.6,7.71,0.67,1.74,29.3,Loamy
Gujarat,Anand,31.9,41.2,41.4,6.21,0.62,0.78,30.2,Sandy
Gujarat,Anand,70.0,48.7,25.3,5.99,1.03,1.07,55.2,Black
Gujarat,Anand,64.2,26.1,5.0,6.31,0.82,1.27,25.5,Loamy
Gujarat,Anand,24.5,59.5,40.6,7.1,0.97,1.5,53.6,Red
Gujarat,Anand,48.7,51.5,26.2,6.04,0.58,1.58,42.9,Laterite
Gujarat,Anand,44.4,42.5,38.6,7.35,0.84,1.01,55.3,Loamy
Gujarat,Anand,59.0,27.8,46.7,6.96,0.72,1.53,22.2,Laterite
Gujarat,Anand,60.8,43.2,39.1,6.58,0.51,1.79,39.8,Clayey
Gujarat,Anand,85.7,32.5,30.9,7.01,0.75,1.35,35.4,Sandy
Gujarat,Anand,71.7,29.8,34.2,6.42,0.49,1.19,59.3,Alluvial
Gujarat,Anand,106.0,27.7,51.3,4.98,0.65,1.39,57.6,Laterite
Gujarat,Anand,44.0,26.9,61.7,8.53,0.67,1.29,67.6,Loamy
Gujarat,Anand,43.7,40.6,23.5,6.1,0.42,0.92,29.5,Laterite
Gujarat,Anand,77.6,60.2,16.3,6.05,0.61,1.87,28.9,Loamy
Gujarat,Surat,47.9,28.9,55.8,6.28,0.69,0.99,44.7,Red
Gujarat,Surat,64.1,45.7,64.1,7.87,0.47,1.34,48.1,Loamy
Gujarat,Surat,61.6,46.1,9.2,6.62,0.6,0.96,26.5,Alluvial
Gujarat,Surat,73.3,26.0,20.0,6.12,0.69,1.02,36.2,Clayey
Gujarat,Surat,69.5,29.5,52.9,7.25,0.55,1.19,54.4,Sandy
Gujarat,Surat,65.1,22.5,36.3,6.93,0.72,0.81,64.8,Sandy
Gujarat,Surat,85.3,28.3,24.7,6.49,0.66,1.18,40.3,Laterite
Gujarat,Surat,53.5,47.3,29.7,7.25,0.52,0.4,38.3,Black
Gujarat,Surat,40.4,46.5,23.4,6.22,0.7,1.16,41.1,Loamy
Gujarat,Surat,96.2,64.3,15.4,5.42,0.62,1.44,60.4,Clayey
Gujarat,Surat,23.7,70.0,32.0,6.13,0.69,1.37,55.2,Laterite
Gujarat,Surat,95.5,44.5,42.8,5.96,0.86,0.98,38.9,Red
Gujarat,Surat,58.7,41.9,39.4,5.6,0.33,1.3,50.7,Loamy
Gujarat,Surat,64.7,36.3,42.7,6.69,0.82,1.46,46.5,Laterite
Gujarat,Surat,57.5,60.8,25.6,7.09,0.84,0.87,32.4,Alluvial
Gujarat,Surat,59.1,55.1,43.2,6.51,0.56,1.43,43.7,Alluvial
Gujarat,Surat,46.8,50.4,54.0,6.31,0.64,1.4,42.4,Black
Gujarat,Surat,54.0,44.5,15.8,5.91,0.68,1.28,58.0,Sandy
Gujarat,Surat,54.2,43.2,5.0,6.84,0.98,0.95,23.0,Black
Gujarat,Surat,91.4,39.9,68.4,6.36,0.94,1.06,73.7,Loamy
Gujarat,Surat,67.1,41.6,49.1,7.67,0.72,1.54,27.3,Sandy
Gujarat,Surat,76.3,35.1,50.7,6.68,0.53,1.21,48.1,Red
Gujarat,Surat,35.7,30.7,23.6,7.0,0.66,1.46,28.2,Red
Gujarat,Surat,29.2,38.5,21.2,7.01,0.81,1.32,33.4,Sandy
Gujarat,Surat,79.7,50.3,53.4,5.67,0.91,1.59,37.1,Laterite
Gujarat,Surat,44.3,49.3,41.2,7.19,0.6,1.16,48.2,Sandy
Gujarat,Surat,82.0,24.9,30.0,6.41,0.63,1.32,26.4,Red
Gujarat,Surat,55.9,50.3,48.6,6.51,0.65,0.88,5.1,Black
Gujarat,Surat,65.4,29.4,39.1,6.21,0.55,1.69,30.1,Alluvial
Gujarat,Surat,50.7,46.8,67.8,6.82,1.13,1.3,48.5,Sandy
Gujarat,Surat,68.7,40.9,45.6,6.31,0.84,1.15,35.7,Laterite
Gujarat,Surat,52.0,49.0,30.2,6.16,0.61,1.25,69.1,Black
Gujarat,Surat,91.4,42.1,10.1,6.47,0.54,0.92,41.9,Sandy
Gujarat,Surat,79.9,53.5,51.3,6.84,0.59,1.02,83.0,Laterite
Gujarat,Surat,53.0,57.3,37.5,6.27,0.69,1.26,56.3,Laterite
Gujarat,Surat,76.7,43.8,37.9,6.55,0.45,1.4,30.2,Alluvial
Gujarat,Surat,12.2,54.6,51.5,6.64,0.31,0.98,29.6,Sandy
Gujarat,Surat,83.3,33.5,27.2,6.13,0.85,1.19,23.3,Laterite
Gujarat,Surat,50.3,47.0,47.2,5.13,0.49,1.18,43.8,Black
Gujarat,Surat,33.1,37.5,31.2,6.08,0.7,1.6,44.1,Loamy
Gujarat,Surat,51.0,29.1,27.6,6.73,1.04,1.72,35.9,Sandy
Gujarat,Surat,78.9,33.8,46.9,6.67,0.62,1.46,36.4,Black
Gujarat,Surat,72.7,26.6,52.1,6.27,0.64,1.41,78.4,Red
Gujarat,Surat,70.9,54.4,12.9,6.89,1.05,1.52,65.1,Clayey
Gujarat,Surat,51.8,53.4,48.1,7.2,0.43,1.33,55.8,Alluvial
Gujarat,Surat,55.2,38.0,5.0,7.98,0.56,1.03,70.1,Laterite
Gujarat,Surat,60.4,38.1,49.8,5.5,0.6,1.25,39.7,Loamy
Gujarat,Surat,72.1,35.6,44.0,7.84,0.84,1.05,25.2,Loamy
Gujarat,Surat,86.7,60.7,37.8,6.7,0.72,0.84,70.6,Loamy
Gujarat,Surat,70.0,31.2,43.0,5.49,0.85,1.37,44.1,Alluvial
Gujarat,Surat,73.3,58.5,30.2,6.4,0.36,1.5,65.1,Alluvial
Gujarat,Surat,38.7,38.0,61.7,6.42,0.47,1.06,25.8,Loamy
Gujarat,Surat,63.9,36.7,64.3,6.46,0.68,1.19,20.2,Loamy
Gujarat,Surat,39.8,47.0,77.2,6.04,0.65,0.91,74.1,Laterite
Gujarat,Surat,38.6,57.2,49.2,6.15,0.82,0.9,51.3,Loamy
Gujarat,Surat,26.1,38.9,49.7,5.67,0.62,1.15,56.9,Red
Gujarat,Surat,20.2,45.2,34.2,6.37,0.55,1.2,19.8,Sandy
Gujarat,Surat,60.5,24.5,29.2,5.7,0.26,1.34,59.6,Loamy
Gujarat,Surat,37.8,41.5,42.7,6.65,0.81,1.59,50.0,Alluvial
Gujarat,Surat,70.3,16.0,46.7,6.03,0.82,1.11,30.6,Alluvial
Gujarat,Surat,79.7,28.6,43.4,6.85,0.67,1.37,66.6,Sandy
Gujarat,Surat,56.2,76.8,28.8,6.77,0.47,1.57,32.1,Laterite
Gujarat,Surat,81.8,37.7,32.3,5.86,0.66,0.99,59.9,Red
Gujarat,Surat,66.0,57.1,23.9,7.17,0.61,1.21,37.7,Alluvial
Gujarat,Surat,92.2,53.0,41.3,5.1,0.62,1.26,14.2,Loamy
Gujarat,Surat,72.3,37.7,44.5,6.03,0.7,1.12,55.7,Black
Gujarat,Surat,63.8,29.4,37.5,6.14,0.63,0.68,52.8,Laterite
Gujarat,Surat,74.5,27.3,34.6,7.1,0.67,1.35,5.0,Black
Gujarat,Surat,22.9,29.3,52.1,6.31,0.92,1.33,53.0,Sandy
Gujarat,Surat,38.5,34.7,32.5,6.7,0.54,1.39,28.4,Laterite
Gujarat,Surat,41.5,46.7,39.3,6.35,0.62,1.53,73.2,Black
Gujarat,Surat,45.2,58.6,14.7,5.61,0.63,0.82,63.3,Loamy
Gujarat,Surat,51.4,39.2,42.3,6.34,0.62,0.99,57.6,Red
Gujarat,Surat,79.8,34.4,61.2,6.2,0.94,1.01,38.2,Red
Gujarat,Surat,25.1,57.6,53.0,5.93,0.52,1.08,64.4,Clayey
Gujarat,Surat,58.6,57.1,43.7,7.27,0.66,1.2,54.5,Red
Gujarat,Surat,86.5,51.2,52.9,6.92,0.81,1.5,43.9,Alluvial
Gujarat,Surat,48.9,37.7,68.0,5.86,0.45,1.55,38.7,Red
Gujarat,Surat,74.9,56.0,34.2,7.4,0.75,1.24,61.5,Red
Gujarat,Surat,111.8,38.7,57.2,5.92,0.46,1.33,71.3,Laterite
Gujarat,Surat,81.5,28.4,61.1,7.57,0.45,1.23,48.0,Black
Gujarat,Surat,24.0,30.2,38.2,6.77,0.69,1.06,45.4,Sandy
Gujarat,Surat,73.8,29.4,6.9,6.67,0.8,1.74,47.9,Clayey
Gujarat,Surat,76.5,28.6,56.2,6.67,0.52,1.17,57.6,Sandy
Gujarat,Surat,65.1,55.8,48.1,6.82,0.7,0.95,44.6,Black
Gujarat,Surat,72.6,30.3,48.6,6.96,0.46,1.13,68.7,Red
Gujarat,Surat,79.2,58.4,46.2,6.61,0.51,1.52,27.0,Sandy
Gujarat,Surat,27.8,62.1,16.6,6.34,0.61,0.95,52.9,Loamy
Gujarat,Surat,44.2,59.9,39.8,5.3,0.76,1.44,38.2,Loamy
Gujarat,Surat,52.6,34.2,46.5,4.62,0.62,1.48,51.1,Black
Gujarat,Surat,29.9,54.2,13.3,5.8,0.64,0.81,27.5,Black
Gujarat,Surat,51.8,47.4,40.4,6.84,0.73,0.77,34.9,Sandy
Gujarat,Surat,60.9,37.2,20.0,7.52,0.74,1.5,43.7,Sandy
Gujarat,Surat,56.7,63.9,37.4,7.01,0.68,1.33,74.9,Red
Gujarat,Surat,61.7,55.8,37.3,5.75,0.56,1.1,33.0,Red
Gujarat,Surat,63.8,46.5,47.4,5.76,0.51,0.94,43.2,Sandy
Gujarat,Surat,63.2,61.1,43.9,6.69,0.77,0.78,70.8,Alluvial
Gujarat,Surat,38.9,27.9,42.5,6.55,1.04,0.53,47.2,Sandy
Gujarat,Surat,56.4,49.5,20.3,6.34,0.6,1.07,57.2,Alluvial
Gujarat,Surat,62.1,48.4,60.5,7.32,0.65,1.28,49.1,Alluvial
Gujarat,Surat,29.4,49.5,45.2,7.23,0.6,1.2,35.4,Laterite
Gujarat,Surat,72.0,33.3,38.6,5.95,0.66,0.89,51.0,Loamy
Gujarat,Surat,23.6,43.1,40.1,6.53,0.43,1.3,30.2,Laterite
Gujarat,Surat,55.2,52.2,59.6,7.06,0.88,0.88,24.9,Black
Gujarat,Surat,46.5,63.9,38.1,5.82,0.78,1.12,39.2,Loamy
Gujarat,Surat,77.5,39.4,23.4,6.13,0.68,0.91,34.9,Alluvial
Gujarat,Surat,95.6,45.8,58.9,6.04,0.46,1.13,48.9,Red
Gujarat,Surat,49.8,22.7,32.4,8.45,0.68,1.32,16.2,Sandy
Gujarat,Surat,86.6,49.4,30.3,5.95,0.61,1.03,52.4,Clayey
Gujarat,Surat,58.5,36.9,56.3,6.24,0.55,1.36,21.9,Laterite
Gujarat,Surat,85.8,33.1,23.7,6.84,0.53,1.58,34.2,Red
Gujarat,Surat,17.2,37.8,38.0,7.15,0.77,1.33,54.6,Black
Gujarat,Surat,62.6,33.3,32.2,6.58,0.68,0.91,45.2,Sandy
Gujarat,Surat,72.5,49.2,37.0,6.85,0.69,1.41,43.7,Red
Gujarat,Surat,49.1,46.2,46.8,7.27,0.62,1.48,6.5,Alluvial
Gujarat,Surat,54.7,71.5,48.5,6.51,0.77,1.06,58.8,Sandy
Gujarat,Surat,58.2,43.6,30.8,6.32,0.67,0.92,20.5,Red
Gujarat,Surat,77.9,67.5,48.0,7.11,0.75,1.19,33.4,Red
Gujarat,Surat,48.0,35.0,54.5,5.61,0.73,0.97,43.3,Black
Gujarat,Surat,21.3,48.9,29.5,7.46,0.39,1.34,25.8,Sandy
Gujarat,Surat,37.5,55.5,65.7,6.63,0.69,1.49,46.8,Loamy
Gujarat,Surat,84.1,52.2,51.0,6.01,0.52,1.49,37.0,Laterite
Gujarat,Surat,44.3,49.2,16.4,5.79,0.35,0.79,35.9,Loamy
Gujarat,Surat,76.2,44.5,35.4,6.19,0.66,1.05,34.6,Loamy
Gujarat,Surat,36.4,29.2,12.8,5.75,0.53,1.24,27.7,Clayey
Gujarat,Surat,73.2,52.8,22.7,6.97,0.59,0.86,47.1,Red
Gujarat,Surat,41.6,51.7,40.8,6.95,0.69,1.16,40.5,Sandy
Gujarat,Surat,106.5,49.3,28.6,6.56,0.9,1.57,37.4,Sandy
Gujarat,Surat,95.9,35.8,25.0,6.53,0.7,1.62,38.0,Alluvial
Gujarat,Surat,68.0,38.0,38.8,6.08,0.68,1.21,27.7,Sandy
Gujarat,Surat,51.0,39.1,46.6,5.58,0.62,1.49,26.3,Black
Gujarat,Surat,63.5,70.4,65.6,6.55,0.61,1.11,36.9,Loamy
Gujarat,Surat,49.4,31.7,51.3,6.39,0.6,1.23,42.4,Clayey
Gujarat,Surat,20.0,50.3,37.8,6.63,0.58,1.17,40.3,Alluvial
Gujarat,Surat,46.2,40.3,51.4,6.49,0.63,0.93,65.7,Alluvial
Gujarat,Surat,79.5,42.8,52.4,7.66,0.67,0.79,46.4,Red
Gujarat,Surat,41.1,52.4,48.4,6.93,0.91,1.12,45.6,Red
Gujarat,Surat,68.5,58.5,69.8,6.13,0.8,1.59,37.7,Alluvial
Gujarat,Surat,34.5,54.2,31.5,6.08,0.73,1.09,52.1,Alluvial
Gujarat,Surat,67.8,42.7,30.6,8.09,0.81,1.52,78.0,Clayey
Gujarat,Surat,60.4,28.1,36.5,6.44,0.45,1.2,39.4,Sandy
Gujarat,Surat,38.1,60.7,18.0,6.68,0.77,1.76,71.6,Loamy
Gujarat,Surat,84.8,60.6,28.8,6.06,0.57,1.3,40.4,Black
Gujarat,Surat,67.8,42.8,47.8,5.84,0.52,1.45,31.6,Loamy
Gujarat,Surat,60.6,34.9,17.5,7.02,0.65,1.39,12.1,Laterite
Gujarat,Surat,74.6,62.8,34.0,6.3,0.62,1.05,19.0,Sandy
Gujarat,Surat,56.2,30.7,55.5,6.71,0.63,0.73,33.8,Black
Gujarat,Surat,100.4,56.2,36.7,7.33,1.13,1.33,24.5,Laterite
Gujarat,Surat,20.9,59.6,46.5,6.24,0.56,1.53,46.3,Laterite
Gujarat,Surat,101.7,53.3,56.3,6.58,0.62,1.27,39.0,Red
Gujarat,Surat,70.4,68.1,54.7,7.33,0.54,1.43,27.8,Loamy
Gujarat,Surat,55.3,49.7,24.7,6.16,0.71,1.92,72.0,Sandy
Gujarat,Surat,89.0,52.2,38.0,7.02,0.5,0.62,62.2,Alluvial
Gujarat,Surat,33.7,43.7,24.6,6.01,0.86,1.06,45.8,Sandy
Gujarat,Surat,40.2,47.7,46.4,6.17,0.75,1.34,43.5,Loamy
Gujarat,Surat,57.4,51.1,73.9,7.19,0.56,0.96,51.6,Laterite
Gujarat,Surat,83.1,36.6,41.9,6.39,0.65,1.05,26.5,Loamy
Gujarat,Surat,61.3,45.8,49.2,6.99,0.66,1.39,55.6,Sandy
Gujarat,Surat,112.5,43.9,29.7,6.92,0.64,0.87,52.2,Loamy
Gujarat,Surat,42.9,54.3,25.8,6.59,0.69,1.23,29.5,Loamy
Gujarat,Surat,62.9,35.9,42.0,7.06,0.4,1.53,50.4,Loamy
Gujarat,Surat,62.8,61.2,42.4,6.16,0.64,1.11,53.9,Sandy
Gujarat,Surat,43.9,23.4,56.3,6.23,0.49,0.97,70.8,Laterite
Gujarat,Surat,46.9,68.8,54.1,6.38,0.57,1.54,58.2,Laterite
Gujarat,Surat,29.8,45.3,28.7,6.18,0.67,1.03,30.8,Laterite
Gujarat,Surat,69.8,46.6,68.5,6.3,0.5,1.29,39.6,Sandy
Gujarat,Surat,51.4,58.7,39.7,5.8,0.66,0.97,5.0,Sandy
Gujarat,Surat,42.4,49.5,40.5,6.5,0.6,0.64,45.6,Laterite
Gujarat,Surat,70.6,69.7,67.0,6.02,0.84,1.1,49.6,Loamy
Gujarat,Surat,94.4,45.1,23.2,6.58,0.65,1.51,42.6,Clayey
Gujarat,Surat,58.3,43.7,21.6,7.55,0.58,1.3,48.8,Loamy
Gujarat,Surat,33.2,64.1,35.0,7.45,0.49,1.49,65.3,Clayey
Gujarat,Surat,51.8,52.4,23.7,6.28,0.69,0.97,44.4,Red
Gujarat,Surat,65.8,48.4,30.5,6.2,0.6,0.85,32.7,Alluvial
Gujarat,Surat,76.1,22.9,54.8,6.08,0.7,0.62,27.0,Red
Gujarat,Surat,69.4,39.8,34.9,6.33,0.88,1.23,44.0,Sandy
Gujarat,Surat,58.0,38.5,63.8,7.53,0.67,0.99,29.9,Loamy
Gujarat,Surat,68.6,65.6,55.4,7.0,0.52,0.74,30.6,Red
Gujarat,Surat,29.8,51.5,39.4,6.6,0.85,1.46,61.7,Black
Gujarat,Surat,11.8,21.9,34.8,7.68,0.73,1.6,53.2,Laterite
Gujarat,Surat,69.9,34.8,34.3,6.95,0.58,1.49,64.6,Loamy
Gujarat,Surat,82.9,64.4,25.5,6.09,0.79,1.21,55.1,Red
Gujarat,Surat,56.8,39.0,27.1,5.58,0.62,1.41,42.8,Red
Gujarat,Surat,76.0,50.3,32.8,6.27,0.61,1.31,41.1,Laterite
Gujarat,Surat,49.1,32.5,18.9,7.43,0.55,0.53,39.6,Sandy
Gujarat,Surat,37.5,38.1,27.6,6.26,0.86,1.0,43.6,Red
Gujarat,Surat,57.8,39.0,69.5,8.18,0.52,0.88,45.6,Sandy
Gujarat,Surat,14.5,39.2,41.9,6.58,0.24,1.18,58.5,Sandy
Gujarat,Surat,78.8,53.8,27.9,7.18,0.76,1.41,78.7,Sandy
Gujarat,Surat,100.9,49.4,29.3,6.4,0.62,1.74,49.7,Clayey
Gujarat,Surat,82.8,45.2,48.8,6.77,0.57,0.93,57.1,Red
Gujarat,Surat,42.9,39.4,46.5,6.18,0.71,1.68,36.3,Black
Gujarat,Surat,43.6,27.4,42.1,5.98,0.58,1.16,60.7,Clayey
Gujarat,Surat,78.6,51.1,39.8,6.56,0.78,1.36,70.9,Clayey
Gujarat,Surat,65.6,39.8,46.0,6.21,0.86,0.94,47.8,Loamy
Gujarat,Surat,73.4,53.0,29.1,5.94,0.68,1.43,45.0,Alluvial
Gujarat,Surat,58.2,35.3,29.3,7.28,0.72,0.74,60.9,Laterite
Gujarat,Surat,62.5,44.9,21.6,6.9,0.66,1.65,15.7,Sandy
Gujarat,Surat,76.8,41.7,45.4,7.62,0.67,0.92,54.2,Black
Gujarat,Surat,41.9,41.1,45.8,6.24,0.83,1.97,39.1,Black
Andhra Pradesh,Guntur,65.1,35.2,26.6,7.37,0.64,1.14,34.6,Red
Andhra Pradesh,Guntur,35.7,47.4,28.5,6.9,0.65,0.91,35.1,Alluvial
Andhra Pradesh,Guntur,85.2,52.3,33.2,6.16,0.67,1.68,41.1,Sandy
Andhra Pradesh,Guntur,22.7,30.2,66.1,5.42,0.51,0.76,40.9,Clayey
Andhra Pradesh,Guntur,75.7,35.7,5.3,6.95,0.7,1.63,36.5,Loamy
Andhra Pradesh,Guntur,63.5,61.7,22.2,6.74,0.59,1.06,31.1,Sandy
Andhra Pradesh,Guntur,69.8,39.3,41.9,6.13,0.54,1.42,35.6,Alluvial
Andhra Pradesh,Guntur,42.0,44.0,14.9,6.33,0.91,1.15,29.4,Red
Andhra Pradesh,Guntur,72.1,36.4,56.8,5.79,0.77,1.07,59.3,Clayey
Andhra Pradesh,Guntur,51.6,39.7,34.1,6.19,0.85,1.2,74.2,Laterite
Andhra Pradesh,Guntur,54.7,39.1,52.6,6.41,0.55,1.08,56.5,Sandy
Andhra Pradesh,Guntur,27.8,42.2,34.7,6.23,0.71,0.86,23.9,Black
Andhra Pradesh,Guntur,58.6,42.0,26.2,6.98,0.93,1.38,38.3,Black
Andhra Pradesh,Guntur,87.7,44.8,22.7,5.61,0.64,0.79,63.1,Alluvial
Andhra Pradesh,Guntur,38.6,50.6,57.9,6.28,0.56,1.08,28.4,Sandy
Andhra Pradesh,Guntur,34.2,47.3,43.2,5.91,0.58,0.69,42.4,Sandy
Andhra Pradesh,Guntur,46.2,44.0,40.5,5.83,0.72,1.1,49.5,Red
Andhra Pradesh,Guntur,59.4,56.3,32.5,6.81,0.56,1.47,64.6,Clayey
Andhra Pradesh,Guntur,55.2,43.4,47.5,7.4,0.58,1.41,32.7,Sandy
Andhra Pradesh,Guntur,66.6,46.6,35.7,5.66,0.44,1.54,52.7,Black
Andhra Pradesh,Guntur,58.7,71.4,57.7,6.4,0.65,1.21,28.0,Red
Andhra Pradesh,Guntur,50.4,48.1,63.9,7.59,0.67,1.15,25.9,Sandy
Andhra Pradesh,Guntur,57.0,69.6,34.6,5.34,0.8,1.5,15.3,Laterite
Andhra Pradesh,Guntur,46.0,38.4,50.9,7.51,0.8,1.23,58.8,Loamy
Andhra Pradesh,Guntur,11.3,27.9,23.4,6.75,0.67,1.53,26.9,Laterite
Andhra Pradesh,Guntur,95.7,70.9,5.0,7.61,0.77,1.25,36.0,Red
Andhra Pradesh,Guntur,5.0,31.2,66.4,7.37,0.72,1.29,15.7,Black
Andhra Pradesh,Guntur,45.2,60.0,45.9,5.8,0.9,0.47,46.9,Laterite
Andhra Pradesh,Guntur,52.7,52.0,19.0,6.92,0.48,1.27,61.7,Clayey
Andhra Pradesh,Guntur,35.5,50.2,51.8,6.78,0.77,0.79,65.0,Sandy
Andhra Pradesh,Guntur,74.9,49.5,38.4,5.93,0.76,0.92,44.7,Sandy
Andhra Pradesh,Guntur,58.9,33.6,23.7,5.56,0.4,1.04,50.9,Sandy
Andhra Pradesh,Guntur,81.9,68.2,42.4,6.41,0.48,0.77,18.4,Laterite
Andhra Pradesh,Guntur,44.1,22.7,60.7,7.42,0.63,1.37,65.5,Black
Andhra Pradesh,Guntur,29.7,40.5,52.5,7.03,0.21,2.01,40.2,Red
