State,District,Irrigation_Type,Water_Availability,Groundwater_Level
Karnataka,Mysore,Drip,Low,174.5
Karnataka,Mysore,Canal Flood,Low,83.8
Karnataka,Mysore,Canal Flood,Medium,110.6
Karnataka,Mysore,Sprinkler,High,41.5
Karnataka,Mysore,Sprinkler,Low,86.2
Karnataka,Mysore,Drip,Medium,118.4
Karnataka,Mysore,Sprinkler,Medium,75.0
Karnataka,Mysore,Drip,High,56.0
Karnataka,Mysore,Drip,Low,130.4
Karnataka,Mysore,Rainfed Only,High,76.2
Karnataka,Mysore,Drip,Medium,156.0
Karnataka,Mysore,Canal Flood,Medium,106.6
Karnataka,Mysore,Drip,Low,126.1
Karnataka,Mysore,Drip,Medium,93.6
Karnataka,Mysore,Canal Flood,Medium,112.2
Karnataka,Mysore,Canal Flood,Medium,54.5
Karnataka,Mysore,Rainfed Only,Low,130.0
Karnataka,Mysore,Canal Flood,High,86.5
Karnataka,Mysore,Canal Flood,High,129.7
Karnataka,Mysore,Sprinkler,High,105.1
Karnataka,Mysore,Canal Flood,Medium,81.1
Karnataka,Mysore,Canal Flood,High,64.4
Karnataka,Mysore,Sprinkler,Medium,46.2
Karnataka,Mysore,Drip,High,53.5
Karnataka,Mysore,Sprinkler,Medium,5.0
Karnataka,Mysore,Rainfed Only,Medium,80.2
Karnataka,Mysore,Drip,High,82.3
Karnataka,Mysore,Canal Flood,Medium,72.7
Karnataka,Mysore,Sprinkler,High,101.7
Karnataka,Mysore,Sprinkler,High,73.6
Karnataka,Mysore,Sprinkler,High,100.4
Karnataka,Mysore,Canal Flood,Medium,56.5
Karnataka,Mysore,Sprinkler,Medium,123.0
Karnataka,Mysore,Rainfed Only,Low,84.8
Karnataka,Mysore,Sprinkler,Medium,72.5
Karnataka,Mysore,Drip,Medium,91.1
Karnataka,Mysore,Rainfed Only,Medium,68.0
Karnataka,Mysore,Drip,High,78.7
Karnataka,Mysore,Canal Flood,High,75.5
Karnataka,Mysore,Sprinkler,Medium,44.8
Karnataka,Mysore,Drip,Low,97.6
Karnataka,Mysore,Drip,Low,115.9
Karnataka,Mysore,Rainfed Only,Low,59.8
Karnataka,Mysore,Canal Flood,High,120.3
Karnataka,Mysore,Rainfed Only,Medium,96.8
Karnataka,Mysore,Rainfed Only,High,141.4
Karnataka,Mysore,Canal Flood,Low,80.5
Karnataka,Mysore,Sprinkler,High,59.5
Karnataka,Mysore,Canal Flood,High,60.7
Karnataka,Mysore,Canal Flood,Low,98.3
Karnataka,Mysore,Sprinkler,Medium,90.1
Karnataka,Mysore,Sprinkler,Medium,162.8
Karnataka,Mysore,Sprinkler,Medium,87.8
Karnataka,Mysore,Canal Flood,High,41.5
Karnataka,Mysore,Canal Flood,Medium,91.8
Karnataka,Mysore,Sprinkler,High,65.1
Karnataka,Mysore,Canal Flood,High,92.7
Karnataka,Mysore,Rainfed Only,High,111.1
Karnataka,Mysore,Canal Flood,Low,92.1
Karnataka,Mysore,Rainfed Only,Low,104.0
Karnataka,Mysore,Drip,High,161.4
Karnataka,Mysore,Rainfed Only,High,91.4
Karnataka,Mysore,Drip,Medium,79.0
Karnataka,Mysore,Drip,High,98.7
Karnataka,Mysore,Sprinkler,Medium,109.4
Karnataka,Mysore,Drip,Medium,64.4
Karnataka,Mysore,Canal Flood,High,105.3
Karnataka,Mysore,Canal Flood,Medium,136.5
Karnataka,Mysore,Canal Flood,Medium,131.2
Karnataka,Mysore,Sprinkler,Medium,82.0
Karnataka,Mysore,Sprinkler,Medium,79.1
Karnataka,Mysore,Rainfed Only,High,115.8
Karnataka,Mysore,Drip,Low,148.6
Karnataka,Mysore,Drip,Medium,57.3
Karnataka,Mysore,Rainfed Only,High,35.0
Karnataka,Mysore,Rainfed Only,High,40.5
Karnataka,Mysore,Rainfed Only,High,67.3
Karnataka,Mysore,Drip,High,52.0
Karnataka,Mysore,Sprinkler,Medium,89.2
Karnataka,Mysore,Drip,High,45.5
Karnataka,Mysore,Drip,Low,93.1
Karnataka,Mysore,Rainfed Only,Low,55.6
Karnataka,Mysore,Drip,High,75.1
Karnataka,Mysore,Sprinkler,Low,129.4
Karnataka,Mysore,Sprinkler,High,127.2
Karnataka,Mysore,Drip,Low,55.7
Karnataka,Mysore,Drip,High,26.2
Karnataka,Mysore,Drip,Low,32.2
Karnataka,Mysore,Canal Flood,Low,37.7
Karnataka,Mysore,Rainfed Only,Low,21.9
Karnataka,Mysore,Sprinkler,High,132.9
Karnataka,Mysore,Drip,Low,118.3
Karnataka,Mysore,Rainfed Only,Medium,118.6
Karnataka,Mysore,Rainfed Only,High,54.6
Karnataka,Mysore,Drip,Medium,126.1
Karnataka,Mysore,Canal Flood,High,50.1
Karnataka,Mysore,Canal Flood,High,74.7
Karnataka,Mysore,Rainfed Only,High,80.2
Karnataka,Mysore,Drip,Low,120.1
Karnataka,Mysore,Canal Flood,Medium,47.7
Karnataka,Mysore,Rainfed Only,Medium,83.4
Karnataka,Mysore,Rainfed Only,High,35.8
Karnataka,Mysore,Sprinkler,Medium,55.6
Karnataka,Mysore,Sprinkler,Low,58.6
Karnataka,Mysore,Rainfed Only,Low,80.9
Karnataka,Mysore,Sprinkler,Medium,62.9
Karnataka,Mysore,Drip,Low,149.5
Karnataka,Mysore,Drip,Medium,88.8
Karnataka,Mysore,Sprinkler,High,73.4
Karnataka,Mysore,Canal Flood,Low,66.0
Karnataka,Mysore,Sprinkler,High,78.9
Karnataka,Mysore,Canal Flood,Medium,94.3
Karnataka,Mysore,Canal Flood,High,127.4
Karnataka,Mysore,Rainfed Only,Medium,50.0
Karnataka,Mysore,Canal Flood,Medium,90.4
Karnataka,Mysore,Drip,Low,123.0
Karnataka,Mysore,Sprinkler,High,99.5
Karnataka,Mysore,Canal Flood,Medium,66.7
Karnataka,Mysore,Rainfed Only,High,61.5
Karnataka,Mysore,Drip,High,59.6
Karnataka,Mysore,Drip,Medium,64.0
Karnataka,Mysore,Canal Flood,High,50.6
Karnataka,Mysore,Canal Flood,High,73.2
Karnataka,Mysore,Rainfed Only,Low,85.1
Karnataka,Mysore,Sprinkler,Medium,71.0
Karnataka,Mysore,Sprinkler,High,102.5
Karnataka,Mysore,Sprinkler,High,70.0
Karnataka,Mysore,Drip,High,180.4
Karnataka,Mysore,Drip,High,115.6
Karnataka,Mysore,Rainfed Only,High,119.0
Karnataka,Mysore,Sprinkler,High,121.4
Karnataka,Mysore,Drip,High,28.0
Karnataka,Mysore,Sprinkler,Medium,72.4
Karnataka,Mysore,Canal Flood,Medium,108.9
Karnataka,Mysore,Canal Flood,Low,65.0
Karnataka,Mysore,Drip,Medium,49.9
Karnataka,Mysore,Canal Flood,Low,68.3
Karnataka,Mysore,Drip,High,109.8
Karnataka,Mysore,Canal Flood,High,51.7
Karnataka,Mysore,Sprinkler,High,79.5
Karnataka,Mysore,Canal Flood,Low,64.3
Karnataka,Mysore,Sprinkler,Low,81.3
Karnataka,Mysore,Sprinkler,Medium,40.1
Karnataka,Mysore,Sprinkler,High,98.6
Karnataka,Mysore,Sprinkler,Low,97.9
Karnataka,Mysore,Canal Flood,High,84.6
Karnataka,Mysore,Rainfed Only,Medium,85.9
Karnataka,Mysore,Drip,Low,96.0
Karnataka,Mysore,Sprinkler,High,91.2
Karnataka,Mysore,Sprinkler,Low,132.9
Karnataka,Mysore,Rainfed Only,Low,73.7
Tamil Nadu,Coimbatore,Sprinkler,Low,38.6
Tamil Nadu,Coimbatore,Sprinkler,High,69.1
Tamil Nadu,Coimbatore,Sprinkler,Medium,125.2
Tamil Nadu,Coimbatore,Canal Flood,Low,60.9
Tamil Nadu,Coimbatore,Canal Flood,Low,61.5
Tamil Nadu,Coimbatore,Sprinkler,Medium,75.8
Tamil Nadu,Coimbatore,Canal Flood,Medium,44.0
Tamil Nadu,Coimbatore,Sprinkler,Medium,105.5
Tamil Nadu,Coimbatore,Sprinkler,High,91.3
Tamil Nadu,Coimbatore,Rainfed Only,Medium,71.2
Tamil Nadu,Coimbatore,Canal Flood,Low,99.4
Tamil Nadu,Coimbatore,Drip,Medium,53.2
Tamil Nadu,Coimbatore,Rainfed Only,High,87.7
Tamil Nadu,Coimbatore,Sprinkler,High,52.9
Tamil Nadu,Coimbatore,Rainfed Only,Medium,99.9
Tamil Nadu,Coimbatore,Rainfed Only,Medium,90.8
Tamil Nadu,Coimbatore,Sprinkler,Medium,98.4
Tamil Nadu,Coimbatore,Rainfed Only,Medium,42.8
Tamil Nadu,Coimbatore,Canal Flood,Low,77.7
Tamil Nadu,Coimbatore,Rainfed Only,Medium,82.0
Tamil Nadu,Coimbatore,Drip,Low,65.5
Tamil Nadu,Coimbatore,Sprinkler,High,77.3
Tamil Nadu,Coimbatore,Drip,Low,89.6
Tamil Nadu,Coimbatore,Rainfed Only,Low,72.3
Tamil Nadu,Coimbatore,Drip,Medium,41.9
Tamil Nadu,Coimbatore,Canal Flood,Medium,29.3
Tamil Nadu,Coimbatore,Drip,Medium,68.2
Tamil Nadu,Coimbatore,Canal Flood,Medium,122.0
Tamil Nadu,Coimbatore,Sprinkler,High,116.7
Tamil Nadu,Coimbatore,Canal Flood,High,60.0
Tamil Nadu,Coimbatore,Drip,High,63.0
Tamil Nadu,Coimbatore,Rainfed Only,Low,112.4
Tamil Nadu,Coimbatore,Canal Flood,High,98.3
Tamil Nadu,Coimbatore,Drip,Low,97.9
Tamil Nadu,Coimbatore,Canal Flood,Low,72.9
Tamil Nadu,Coimbatore,Sprinkler,High,65.1
Tamil Nadu,Coimbatore,Canal Flood,High,92.6
Tamil Nadu,Coimbatore,Sprinkler,Low,68.5
Tamil Nadu,Coimbatore,Rainfed Only,High,119.9
Tamil Nadu,Coimbatore,Sprinkler,Medium,83.1
Tamil Nadu,Coimbatore,Sprinkler,High,152.2
Tamil Nadu,Coimbatore,Rainfed Only,Low,103.3
Tamil Nadu,Coimbatore,Drip,Medium,73.0
Tamil Nadu,Coimbatore,Sprinkler,High,63.4
Tamil Nadu,Coimbatore,Sprinkler,High,42.2
Tamil Nadu,Coimbatore,Canal Flood,Medium,115.6
Tamil Nadu,Coimbatore,Rainfed Only,Medium,69.5
Tamil Nadu,Coimbatore,Drip,Medium,57.8
Tamil Nadu,Coimbatore,Drip,High,70.3
Tamil Nadu,Coimbatore,Canal Flood,High,104.9
Tamil Nadu,Coimbatore,Drip,Medium,134.0
Tamil Nadu,Coimbatore,Drip,Medium,61.3
Tamil Nadu,Coimbatore,Sprinkler,Low,97.1
Tamil Nadu,Coimbatore,Drip,Medium,84.9
Tamil Nadu,Coimbatore,Canal Flood,High,180.5
Tamil Nadu,Coimbatore,Sprinkler,Low,102.8
Tamil Nadu,Coimbatore,Rainfed Only,Medium,66.3
Tamil Nadu,Coimbatore,Sprinkler,Medium,64.2
Tamil Nadu,Coimbatore,Canal Flood,High,5.0
Tamil Nadu,Coimbatore,Rainfed Only,High,82.5
Tamil Nadu,Coimbatore,Drip,Low,87.1
Tamil Nadu,Coimbatore,Rainfed Only,Low,98.4
Tamil Nadu,Coimbatore,Drip,Medium,74.1
Tamil Nadu,Coimbatore,Drip,Low,105.4
Tamil Nadu,Coimbatore,Drip,High,56.5
Tamil Nadu,Coimbatore,Canal Flood,Medium,84.0
Tamil Nadu,Coimbatore,Drip,High,47.8
Tamil Nadu,Coimbatore,Canal Flood,Low,103.4
Tamil Nadu,Coimbatore,Canal Flood,Medium,48.5
Tamil Nadu,Coimbatore,Drip,Medium,19.3
Tamil Nadu,Coimbatore,Drip,Low,76.4
Tamil Nadu,Coimbatore,Canal Flood,Low,64.1
Tamil Nadu,Coimbatore,Rainfed Only,High,124.5
Tamil Nadu,Coimbatore,Canal Flood,Medium,92.0
Tamil Nadu,Coimbatore,Sprinkler,Medium,12.3
Tamil Nadu,Coimbatore,Canal Flood,High,130.5
Tamil Nadu,Coimbatore,Sprinkler,Low,42.3
Tamil Nadu,Coimbatore,Drip,Low,56.1
Tamil Nadu,Coimbatore,Sprinkler,Low,69.0
Tamil Nadu,Coimbatore,Rainfed Only,High,84.7
Tamil Nadu,Coimbatore,Sprinkler,Medium,56.6
Tamil Nadu,Coimbatore,Sprinkler,High,118.4
Tamil Nadu,Coimbatore,Drip,High,65.5
Tamil Nadu,Coimbatore,Rainfed Only,Low,38.1
Tamil Nadu,Coimbatore,Sprinkler,Low,139.4
Tamil Nadu,Coimbatore,Rainfed Only,Low,109.6
Tamil Nadu,Coimbatore,Drip,Low,109.3
Tamil Nadu,Coimbatore,Sprinkler,Medium,11.2
Tamil Nadu,Coimbatore,Canal Flood,High,83.6
Tamil Nadu,Coimbatore,Drip,Medium,118.2
Tamil Nadu,Coimbatore,Canal Flood,Low,71.1
Tamil Nadu,Coimbatore,Canal Flood,High,111.6
Tamil Nadu,Coimbatore,Canal Flood,Low,106.5
Tamil Nadu,Coimbatore,Rainfed Only,High,100.9
Tamil Nadu,Coimbatore,Drip,High,98.2
Tamil Nadu,Coimbatore,Rainfed Only,Medium,47.5
Tamil Nadu,Coimbatore,Canal Flood,Medium,134.4
Tamil Nadu,Coimbatore,Sprinkler,Low,73.9
Tamil Nadu,Coimbatore,Drip,High,106.5
Tamil Nadu,Coimbatore,Drip,Medium,106.0
Tamil Nadu,Coimbatore,Sprinkler,Medium,82.7
Tamil Nadu,Coimbatore,Rainfed Only,High,62.2
Tamil Nadu,Coimbatore,Drip,Medium,138.9
Tamil Nadu,Coimbatore,Sprinkler,High,12.2
Tamil Nadu,Coimbatore,Rainfed Only,Low,115.6
Tamil Nadu,Coimbatore,Drip,Low,146.4
Tamil Nadu,Coimbatore,Drip,High,92.2
Tamil Nadu,Coimbatore,Rainfed Only,Low,121.2
Tamil Nadu,Coimbatore,Rainfed Only,Low,130.3
Tamil Nadu,Coimbatore,Rainfed Only,High,85.8
Tamil Nadu,Coimbatore,Canal Flood,Medium,82.7
Tamil Nadu,Coimbatore,Sprinkler,Medium,60.7
Tamil Nadu,Coimbatore,Canal Flood,Medium,45.7
Tamil Nadu,Coimbatore,Drip,High,80.8
Tamil Nadu,Coimbatore,Rainfed Only,Low,114.4
Tamil Nadu,Coimbatore,Sprinkler,High,38.8
Tamil Nadu,Coimbatore,Drip,Low,83.0
Tamil Nadu,Coimbatore,Canal Flood,Medium,113.6
Tamil Nadu,Coimbatore,Rainfed Only,High,42.7
Tamil Nadu,Coimbatore,Sprinkler,High,54.3
Tamil Nadu,Coimbatore,Drip,High,102.6
Tamil Nadu,Coimbatore,Rainfed Only,Low,48.3
Tamil Nadu,Coimbatore,Rainfed Only,Medium,106.7
Tamil Nadu,Coimbatore,Sprinkler,High,96.8
Tamil Nadu,Coimbatore,Sprinkler,Medium,70.0
Tamil Nadu,Coimbatore,Canal Flood,High,90.4
Tamil Nadu,Coimbatore,Sprinkler,High,64.1
Tamil Nadu,Coimbatore,Drip,High,96.5
Tamil Nadu,Coimbatore,Sprinkler,Low,127.8
Tamil Nadu,Coimbatore,Drip,Medium,113.8
Tamil Nadu,Coimbatore,Canal Flood,Low,123.9
Tamil Nadu,Coimbatore,Sprinkler,Low,123.1
Tamil Nadu,Coimbatore,Canal Flood,Low,144.1
Tamil Nadu,Coimbatore,Sprinkler,Low,103.3
Tamil Nadu,Coimbatore,Sprinkler,Low,150.3
Tamil Nadu,Coimbatore,Canal Flood,High,100.6
Tamil Nadu,Coimbatore,Rainfed Only,High,90.7
Tamil Nadu,Coimbatore,Rainfed Only,High,93.1
Tamil Nadu,Coimbatore,Rainfed Only,Low,153.2
Tamil Nadu,Coimbatore,Rainfed Only,High,94.8
Tamil Nadu,Coimbatore,Canal Flood,Low,60.1
Tamil Nadu,Coimbatore,Rainfed Only,Low,79.0
Tamil Nadu,Coimbatore,Drip,Low,90.3
Tamil Nadu,Coimbatore,Canal Flood,Low,68.3
Tamil Nadu,Coimbatore,Canal Flood,Low,112.9
Tamil Nadu,Coimbatore,Rainfed Only,Medium,108.3
Tamil Nadu,Coimbatore,Canal Flood,Low,33.0
Tamil Nadu,Coimbatore,Rainfed Only,Low,91.3
Tamil Nadu,Coimbatore,Canal Flood,Low,67.1
Tamil Nadu,Coimbatore,Drip,Medium,56.6
Tamil Nadu,Coimbatore,Sprinkler,Medium,70.6
Tamil Nadu,Coimbatore,Rainfed Only,High,50.2
Tamil Nadu,Coimbatore,Rainfed Only,High,64.8
Tamil Nadu,Coimbatore,Canal Flood,Medium,55.8
Tamil Nadu,Coimbatore,Rainfed Only,Low,144.4
Tamil Nadu,Coimbatore,Rainfed Only,High,61.6
Tamil Nadu,Coimbatore,Rainfed Only,Medium,112.6
Tamil Nadu,Coimbatore,Rainfed Only,High,79.9
Tamil Nadu,Coimbatore,Drip,Medium,71.3
Tamil Nadu,Coimbatore,Rainfed Only,High,37.9
Tamil Nadu,Coimbatore,Sprinkler,Medium,104.1
Tamil Nadu,Coimbatore,Drip,Medium,116.5
Tamil Nadu,Coimbatore,Rainfed Only,Low,53.0
Tamil Nadu,Coimbatore,Drip,Medium,73.4
Tamil Nadu,Coimbatore,Sprinkler,Low,48.9
Tamil Nadu,Coimbatore,Sprinkler,High,119.8
Tamil Nadu,Coimbatore,Sprinkler,Low,92.4
Tamil Nadu,Coimbatore,Canal Flood,High,100.2
Tamil Nadu,Coimbatore,Canal Flood,Medium,104.1
Tamil Nadu,Coimbatore,Rainfed Only,Low,141.0
Tamil Nadu,Coimbatore,Drip,Medium,70.0
Tamil Nadu,Coimbatore,Drip,Low,87.3
Tamil Nadu,Coimbatore,Sprinkler,Medium,77.4
Tamil Nadu,Coimbatore,Canal Flood,Low,63.6
Tamil Nadu,Coimbatore,Rainfed Only,Medium,10.6
Tamil Nadu,Coimbatore,Drip,Low,65.7
Tamil Nadu,Coimbatore,Sprinkler,Low,121.4
Tamil Nadu,Coimbatore,Canal Flood,Low,89.1
Tamil Nadu,Coimbatore,Rainfed Only,Medium,80.9
Tamil Nadu,Coimbatore,Sprinkler,Medium,119.6
Tamil Nadu,Coimbatore,Drip,Medium,61.7
Tamil Nadu,Coimbatore,Drip,Low,64.4
Tamil Nadu,Coimbatore,Drip,High,57.0
Tamil Nadu,Coimbatore,Drip,Low,117.9
Tamil Nadu,Coimbatore,Canal Flood,Medium,80.2
Tamil Nadu,Coimbatore,Canal Flood,Medium,79.7
Tamil Nadu,Coimbatore,Canal Flood,High,86.5
Tamil Nadu,Coimbatore,Drip,High,55.6
Tamil Nadu,Coimbatore,Sprinkler,Medium,106.1
Tamil Nadu,Coimbatore,Canal Flood,High,62.6
Tamil Nadu,Coimbatore,Canal Flood,High,89.2
Tamil Nadu,Coimbatore,Drip,High,127.3
Tamil Nadu,Coimbatore,Rainfed Only,High,130.1
Tamil Nadu,Coimbatore,Rainfed Only,High,116.2
Tamil Nadu,Coimbatore,Drip,Low,104.8
Tamil Nadu,Coimbatore,Drip,Low,47.1
Tamil Nadu,Coimbatore,Sprinkler,Medium,108.7
Tamil Nadu,Coimbatore,Drip,Low,64.6
Tamil Nadu,Coimbatore,Canal Flood,Medium,95.4
Tamil Nadu,Coimbatore,Rainfed Only,Medium,98.9
Tamil Nadu,Thanjavur,Canal Flood,Low,8.0
Tamil Nadu,Thanjavur,Canal Flood,Low,142.0
Tamil Nadu,Thanjavur,Sprinkler,Medium,108.7
Tamil Nadu,Thanjavur,Drip,High,32.1
Tamil Nadu,Thanjavur,Drip,Medium,113.9
Tamil Nadu,Thanjavur,Rainfed Only,Low,56.1
Tamil Nadu,Thanjavur,Sprinkler,Low,82.9
Tamil Nadu,Thanjavur,Canal Flood,Medium,123.7
Tamil Nadu,Thanjavur,Rainfed Only,Low,108.4
Tamil Nadu,Thanjavur,Drip,Low,93.9
Tamil Nadu,Thanjavur,Drip,Medium,34.7
Tamil Nadu,Thanjavur,Drip,Low,127.7
Tamil Nadu,Thanjavur,Sprinkler,Medium,136.5
Tamil Nadu,Thanjavur,Drip,Low,92.5
Tamil Nadu,Thanjavur,Canal Flood,High,89.6
Tamil Nadu,Thanjavur,Rainfed Only,Medium,67.5
Tamil Nadu,Thanjavur,Rainfed Only,Low,72.4
Tamil Nadu,Thanjavur,Rainfed Only,Medium,97.2
Tamil Nadu,Thanjavur,Rainfed Only,Medium,45.1
Tamil Nadu,Thanjavur,Rainfed Only,High,42.8
Tamil Nadu,Thanjavur,Canal Flood,High,88.7
Tamil Nadu,Thanjavur,Canal Flood,Low,62.4
Tamil Nadu,Thanjavur,Rainfed Only,Low,59.0
Tamil Nadu,Thanjavur,Drip,Medium,47.3
Tamil Nadu,Thanjavur,Drip,Medium,125.2
Tamil Nadu,Thanjavur,Drip,Low,89.4
Tamil Nadu,Thanjavur,Drip,High,75.7
Tamil Nadu,Thanjavur,Rainfed Only,Medium,95.2
Tamil Nadu,Thanjavur,Rainfed Only,High,54.8
Tamil Nadu,Thanjavur,Canal Flood,High,98.2
Tamil Nadu,Thanjavur,Canal Flood,Low,61.2
Tamil Nadu,Thanjavur,Canal Flood,Medium,114.5
Tamil Nadu,Thanjavur,Rainfed Only,High,106.3
Tamil Nadu,Thanjavur,Canal Flood,Low,135.7
Tamil Nadu,Thanjavur,Canal Flood,Medium,114.8
Tamil Nadu,Thanjavur,Canal Flood,High,82.7
Tamil Nadu,Thanjavur,Canal Flood,High,107.5
Tamil Nadu,Thanjavur,Sprinkler,Medium,161.3
Tamil Nadu,Thanjavur,Drip,High,85.0
Tamil Nadu,Thanjavur,Sprinkler,High,97.7
Tamil Nadu,Thanjavur,Rainfed Only,Low,63.5
Tamil Nadu,Thanjavur,Canal Flood,Low,98.8
Tamil Nadu,Thanjavur,Sprinkler,High,101.0
Tamil Nadu,Thanjavur,Sprinkler,Medium,104.7
Tamil Nadu,Thanjavur,Rainfed Only,Low,101.0
Tamil Nadu,Thanjavur,Drip,High,90.7
Tamil Nadu,Thanjavur,Sprinkler,High,69.1
Tamil Nadu,Thanjavur,Drip,Medium,68.2
Tamil Nadu,Thanjavur,Drip,Low,75.5
Tamil Nadu,Thanjavur,Rainfed Only,High,68.6
Tamil Nadu,Thanjavur,Rainfed Only,High,90.9
Tamil Nadu,Thanjavur,Sprinkler,High,89.9
Tamil Nadu,Thanjavur,Canal Flood,High,119.7
Tamil Nadu,Thanjavur,Sprinkler,Medium,78.2
Tamil Nadu,Thanjavur,Rainfed Only,High,54.6
Tamil Nadu,Thanjavur,Canal Flood,High,86.8
Tamil Nadu,Thanjavur,Rainfed Only,High,20.6
Tamil Nadu,Thanjavur,Drip,High,33.1
Tamil Nadu,Thanjavur,Canal Flood,High,50.7
Tamil Nadu,Thanjavur,Drip,Low,68.4
Tamil Nadu,Thanjavur,Sprinkler,Medium,63.2
Tamil Nadu,Thanjavur,Rainfed Only,Low,96.5
Tamil Nadu,Thanjavur,Rainfed Only,Low,78.3
Tamil Nadu,Thanjavur,Canal Flood,Medium,93.2
Tamil Nadu,Thanjavur,Sprinkler,Low,38.7
Tamil Nadu,Thanjavur,Canal Flood,Medium,32.4
Tamil Nadu,Thanjavur,Sprinkler,Low,112.6
Tamil Nadu,Thanjavur,Rainfed Only,Medium,78.4
Tamil Nadu,Thanjavur,Sprinkler,Medium,86.5
Tamil Nadu,Thanjavur,Canal Flood,High,73.0
Tamil Nadu,Thanjavur,Sprinkler,Low,110.0
Tamil Nadu,Thanjavur,Drip,High,87.3
Tamil Nadu,Thanjavur,Sprinkler,Low,96.9
Tamil Nadu,Thanjavur,Canal Flood,High,81.2
Tamil Nadu,Thanjavur,Sprinkler,Medium,69.1
Tamil Nadu,Thanjavur,Rainfed Only,High,59.4
Tamil Nadu,Thanjavur,Rainfed Only,High,97.0
Tamil Nadu,Thanjavur,Rainfed Only,High,93.8
Tamil Nadu,Thanjavur,Drip,Low,119.1
Tamil Nadu,Thanjavur,Sprinkler,Medium,118.9
Tamil Nadu,Thanjavur,Canal Flood,Medium,104.5
Tamil Nadu,Thanjavur,Canal Flood,High,109.9
Tamil Nadu,Thanjavur,Drip,Medium,94.8
Tamil Nadu,Thanjavur,Canal Flood,High,106.2
Tamil Nadu,Thanjavur,Canal Flood,Low,82.0
Tamil Nadu,Thanjavur,Canal Flood,Medium,71.3
Tamil Nadu,Thanjavur,Sprinkler,High,48.3
Tamil Nadu,Thanjavur,Drip,High,93.3
Tamil Nadu,Thanjavur,Canal Flood,High,68.6
Tamil Nadu,Thanjavur,Canal Flood,Medium,84.6
Tamil Nadu,Thanjavur,Sprinkler,High,70.3
Tamil Nadu,Thanjavur,Canal Flood,Medium,73.8
Tamil Nadu,Thanjavur,Drip,Low,87.0
Tamil Nadu,Thanjavur,Sprinkler,Medium,87.0
Tamil Nadu,Thanjavur,Sprinkler,High,49.0
Tamil Nadu,Thanjavur,Drip,Low,68.4
Tamil Nadu,Thanjavur,Rainfed Only,High,63.9
Tamil Nadu,Thanjavur,Canal Flood,Low,102.7
Tamil Nadu,Thanjavur,Rainfed Only,Medium,135.5
Tamil Nadu,Thanjavur,Canal Flood,Low,118.4
Tamil Nadu,Thanjavur,Drip,High,33.2
Tamil Nadu,Thanjavur,Drip,Low,139.8
Tamil Nadu,Thanjavur,Sprinkler,High,93.4
Tamil Nadu,Thanjavur,Drip,Low,80.3
Tamil Nadu,Thanjavur,Drip,Low,134.5
Tamil Nadu,Thanjavur,Canal Flood,Low,117.7
Tamil Nadu,Thanjavur,Canal Flood,Low,105.6
Tamil Nadu,Thanjavur,Canal Flood,High,75.1
Tamil Nadu,Thanjavur,Rainfed Only,Medium,99.2
Tamil Nadu,Thanjavur,Rainfed Only,High,116.2
Tamil Nadu,Thanjavur,Canal Flood,High,76.4
Tamil Nadu,Thanjavur,Rainfed Only,Low,78.4
Tamil Nadu,Thanjavur,Drip,Medium,46.9
Tamil Nadu,Thanjavur,Drip,Medium,95.8
Tamil Nadu,Thanjavur,Canal Flood,High,68.4
Tamil Nadu,Thanjavur,Sprinkler,High,35.5
Tamil Nadu,Thanjavur,Drip,High,57.6
Tamil Nadu,Thanjavur,Drip,Low,53.4
Tamil Nadu,Thanjavur,Sprinkler,High,114.2
Tamil Nadu,Thanjavur,Rainfed Only,Medium,97.0
Tamil Nadu,Thanjavur,Canal Flood,Medium,89.5
Tamil Nadu,Thanjavur,Canal Flood,Low,35.4
Tamil Nadu,Thanjavur,Canal Flood,Low,44.7
Tamil Nadu,Thanjavur,Sprinkler,Low,93.6
Tamil Nadu,Thanjavur,Sprinkler,Medium,103.1
Tamil Nadu,Thanjavur,Rainfed Only,High,71.8
Tamil Nadu,Thanjavur,Rainfed Only,Medium,94.9
Tamil Nadu,Thanjavur,Sprinkler,Medium,99.5
Tamil Nadu,Thanjavur,Drip,High,119.1
Tamil Nadu,Thanjavur,Drip,Low,43.4
Tamil Nadu,Thanjavur,Drip,Low,88.4
Tamil Nadu,Thanjavur,Canal Flood,Low,122.7
Tamil Nadu,Thanjavur,Canal Flood,Medium,91.3
Tamil Nadu,Thanjavur,Drip,Medium,70.2
Tamil Nadu,Thanjavur,Rainfed Only,High,47.8
Tamil Nadu,Thanjavur,Drip,Low,108.2
Tamil Nadu,Thanjavur,Sprinkler,Medium,24.1
Tamil Nadu,Thanjavur,Drip,High,72.2
Tamil Nadu,Thanjavur,Rainfed Only,High,105.6
Tamil Nadu,Thanjavur,Drip,Medium,63.5
Tamil Nadu,Thanjavur,Sprinkler,High,77.6
Tamil Nadu,Thanjavur,Canal Flood,Medium,96.4
Tamil Nadu,Thanjavur,Canal Flood,Low,97.5
Tamil Nadu,Thanjavur,Sprinkler,Low,139.4
Tamil Nadu,Thanjavur,Rainfed Only,High,86.4
Tamil Nadu,Thanjavur,Sprinkler,Low,118.8
Tamil Nadu,Thanjavur,Sprinkler,Medium,69.5
Tamil Nadu,Thanjavur,Canal Flood,Low,77.8
Tamil Nadu,Thanjavur,Sprinkler,High,69.9
