State,District,Temperature,Humidity,Wind_Speed,Solar_Radiation,Sunshine_Hours
Gujarat,Rajkot,21.0,77.4,10.7,21.1,5.4
Gujarat,Rajkot,23.7,75.2,12.8,16.7,8.3
Gujarat,Rajkot,21.1,52.5,15.6,16.0,8.7
Gujarat,Rajkot,23.8,76.5,10.1,23.4,6.7
Gujarat,Rajkot,23.6,48.4,7.6,23.0,6.5
Gujarat,Rajkot,15.2,63.8,14.1,15.2,9.1
Gujarat,Rajkot,22.2,66.1,10.2,12.5,7.0
Gujarat,Rajkot,24.5,73.6,10.1,13.4,10.0
Gujarat,Rajkot,25.8,69.0,15.6,16.0,5.8
Gujarat,Rajkot,28.0,87.7,8.2,19.7,8.0
Gujarat,Rajkot,27.0,66.4,9.6,11.5,10.4
Gujarat,Rajkot,32.7,62.8,12.4,17.3,7.0
Gujarat,Rajkot,24.0,57.2,12.1,20.2,4.9
Gujarat,Rajkot,21.1,55.3,9.2,18.8,7.2
Gujarat,Rajkot,23.9,90.3,13.3,21.3,7.6
Gujarat,Rajkot,17.5,68.2,12.4,22.7,5.8
Gujarat,Rajkot,21.9,58.6,10.3,18.6,5.6
Gujarat,Rajkot,28.9,59.6,14.4,18.0,6.7
Gujarat,Rajkot,29.0,75.9,13.8,12.9,9.3
Gujarat,Rajkot,32.2,67.0,9.5,15.0,7.0
Gujarat,Rajkot,19.4,67.4,10.7,14.5,6.4
Gujarat,Rajkot,25.3,60.5,11.3,23.4,6.3
Gujarat,Rajkot,20.2,70.9,15.9,21.6,6.4
Gujarat,Rajkot,21.5,64.8,11.4,29.9,7.6
Gujarat,Rajkot,33.9,78.2,4.9,17.9,7.4
Gujarat,Rajkot,25.8,70.6,7.3,12.9,7.4
Gujarat,Rajkot,23.0,82.7,12.5,23.1,8.5
Gujarat,Rajkot,24.6,81.0,11.1,19.8,7.6
Gujarat,Rajkot,20.8,58.4,8.6,15.8,7.3
Gujarat,Anand,26.5,57.4,12.7,19.0,8.9
Gujarat,Anand,22.5,85.8,14.8,18.7,6.7
Gujarat,Anand,29.4,66.7,12.6,18.0,6.7
Gujarat,Anand,18.9,83.7,11.3,20.5,8.2
Gujarat,Anand,31.8,64.4,5.6,20.4,8.2
Gujarat,Anand,22.3,75.5,12.5,18.6,9.5
Gujarat,Anand,23.4,86.6,12.6,16.7,4.6
Gujarat,Anand,31.0,79.5,14.9,25.1,10.2
Gujarat,Anand,14.3,52.3,11.7,23.9,7.9
Gujarat,Anand,26.5,65.5,10.0,19.6,7.1
Gujarat,Anand,22.8,76.3,12.5,21.8,7.3
Gujarat,Anand,28.4,59.0,8.3,18.7,8.6
Gujarat,Anand,23.2,90.3,9.4,19.2,4.7
Gujarat,Anand,32.4,68.8,5.4,18.7,3.6
Gujarat,Anand,31.1,60.9,12.6,17.0,7.2
Gujarat,Anand,29.0,65.9,14.2,8.7,5.6
Gujarat,Anand,25.3,62.8,16.0,23.3,9.5
Gujarat,Anand,25.5,62.6,14.3,15.8,7.1
Gujarat,Anand,27.0,62.9,19.7,22.9,6.1
Gujarat,Anand,29.8,86.3,8.0,25.1,5.6
Gujarat,Anand,25.0,71.8,10.5,17.4,6.2
Gujarat,Anand,22.3,60.1,15.8,14.1,10.2
Gujarat,Anand,24.3,49.1,14.8,18.4,5.7
Gujarat,Anand,23.3,62.3,16.4,16.9,5.5
Gujarat,Anand,21.5,60.1,15.7,20.8,5.3
Gujarat,Anand,19.7,65.5,7.0,15.6,8.0
Gujarat,Anand,34.1,51.6,20.7,21.5,5.8
Gujarat,Anand,32.6,74.2,15.0,23.3,9.1
Gujarat,Anand,18.7,78.1,12.7,22.3,6.5
Gujarat,Anand,21.8,64.2,14.7,19.7,6.7
Gujarat,Anand,23.3,82.5,14.0,21.8,7.9
Gujarat,Anand,30.4,59.4,15.2,20.3,6.1
Gujarat,Anand,24.9,67.3,13.5,23.6,5.8
Gujarat,Anand,33.6,53.2,10.3,27.9,5.3
Gujarat,Anand,22.0,62.2,5.2,19.6,8.2
Gujarat,Anand,27.2,64.1,6.6,17.2,6.1
Gujarat,Anand,26.2,64.2,13.7,12.2,8.4
Gujarat,Anand,27.4,58.7,10.2,18.6,9.1
Gujarat,Anand,23.4,73.0,12.4,23.5,7.7
Gujarat,Anand,18.6,67.1,15.4,21.2,5.6
Gujarat,Anand,33.8,63.7,15.2,25.6,9.1
Gujarat,Anand,20.5,80.8,13.2,14.7,7.4
Gujarat,Anand,20.0,73.9,14.9,24.5,7.4
Gujarat,Anand,20.4,57.9,14.5,23.9,8.3
Gujarat,Anand,20.7,63.6,10.8,14.0,8.3
Gujarat,Anand,24.3,84.3,9.6,19.4,5.6
Gujarat,Anand,23.1,77.9,12.7,16.1,5.3
Gujarat,Anand,23.3,72.1,15.0,17.0,6.3
Gujarat,Anand,35.6,69.8,15.4,14.9,8.0
Gujarat,Anand,28.7,70.6,7.3,16.4,8.1
Gujarat,Anand,17.0,95.3,15.9,14.0,7.9
Gujarat,Anand,25.4,80.9,5.0,20.7,5.7
Gujarat,Anand,27.2,59.1,16.6,21.2,4.8
Gujarat,Anand,12.2,75.0,10.4,22.3,6.5
Gujarat,Anand,31.0,80.1,13.8,16.4,6.6
Gujarat,Anand,23.7,59.5,14.5,18.7,7.2
Gujarat,Anand,22.4,69.8,13.0,17.8,7.1
Gujarat,Anand,22.7,65.4,12.6,9.8,9.6
Gujarat,Anand,28.8,71.6,15.0,14.6,4.9
Gujarat,Anand,15.6,74.3,12.9,21.4,8.9
Gujarat,Anand,13.1,58.0,10.5,22.7,7.7
Gujarat,Anand,38.2,59.1,14.1,23.8,9.7
Gujarat,Anand,24.0,57.0,14.5,21.2,8.4
Gujarat,Anand,31.8,67.6,9.4,22.3,8.0
Gujarat,Anand,23.4,59.9,13.5,23.4,5.1
Gujarat,Anand,25.2,75.9,17.9,20.3,9.8
Gujarat,Anand,29.2,78.6,10.1,29.9,7.6
Gujarat,Anand,26.0,70.2,16.2,27.8,8.5
Gujarat,Anand,23.1,87.0,8.7,17.2,5.4
Gujarat,Anand,23.2,80.0,11.8,20.2,8.0
Gujarat,Anand,23.9,58.8,7.5,25.2,6.5
Gujarat,Anand,21.6,55.1,12.1,22.2,7.0
Gujarat,Anand,26.8,50.2,13.0,18.4,5.3
Gujarat,Anand,16.9,61.4,8.9,21.4,8.2
Gujarat,Anand,25.9,73.8,7.8,22.0,8.5
Gujarat,Anand,26.4,69.0,10.3,21.4,6.9
Gujarat,Anand,29.6,72.8,12.0,18.6,7.3
Gujarat,Anand,24.2,69.2,8.6,21.0,7.8
Gujarat,Anand,19.1,72.3,12.5,16.7,8.4
Gujarat,Anand,31.7,64.3,12.8,25.0,4.2
Gujarat,Anand,34.5,70.8,14.8,13.2,5.5
Gujarat,Anand,20.2,59.4,5.5,15.2,6.3
Gujarat,Anand,17.8,84.9,14.4,17.1,8.4
Gujarat,Anand,26.7,52.8,13.8,18.3,8.5
Gujarat,Anand,19.6,75.4,15.7,21.6,4.8
Gujarat,Anand,37.3,75.9,11.8,22.5,10.7
Gujarat,Anand,17.9,80.9,12.0,18.7,7.1
Gujarat,Anand,14.5,74.8,5.2,17.9,6.7
Gujarat,Anand,23.1,48.4,15.2,12.6,6.1
Gujarat,Anand,22.3,66.9,13.6,20.1,10.4
Gujarat,Anand,26.7,72.8,10.8,21.2,6.8
Gujarat,Anand,22.6,100.0,17.1,16.5,8.5
Gujarat,Anand,26.4,63.4,18.8,19.2,9.6
Gujarat,Anand,21.7,81.0,16.5,16.1,7.0
Gujarat,Anand,24.6,86.3,17.2,18.4,6.9
Gujarat,Anand,26.2,54.3,16.3,16.5,7.6
Gujarat,Anand,32.0,74.5,11.3,15.9,7.4
Gujarat,Anand,23.6,96.2,10.1,17.9,6.0
Gujarat,Anand,23.7,75.2,9.7,21.4,5.7
Gujarat,Anand,29.7,65.4,11.5,25.6,6.8
Gujarat,Anand,27.0,77.1,16.4,21.3,7.0
Gujarat,Anand,22.4,73.1,10.2,22.2,7.8
Gujarat,Anand,19.2,57.7,12.7,18.9,8.7
Gujarat,Anand,20.4,77.3,14.8,15.3,7.2
Gujarat,Anand,31.8,74.0,12.2,23.4,6.8
Gujarat,Anand,23.4,71.7,16.8,16.3,8.2
Gujarat,Anand,23.0,82.4,14.8,19.7,8.4
Gujarat,Anand,22.1,63.7,20.1,18.5,7.8
Gujarat,Anand,23.0,57.1,9.4,21.4,5.4
Gujarat,Anand,21.4,76.5,13.2,18.4,6.8
Gujarat,Anand,19.9,92.3,9.6,24.0,4.2
Gujarat,Anand,29.4,79.8,9.7,17.5,9.1
Gujarat,Anand,19.3,74.4,10.5,23.6,10.3
Gujarat,Anand,20.0,75.9,15.4,12.0,9.0
Gujarat,Anand,26.8,76.4,7.0,23.0,7.2
Gujarat,Anand,19.3,77.0,14.9,19.7,8.0
Gujarat,Anand,24.2,56.2,12.1,24.8,9.3
Gujarat,Anand,20.9,72.4,12.7,22.0,7.6
Gujarat,Anand,28.6,65.9,15.8,17.9,7.8
Gujarat,Anand,28.3,72.2,5.5,21.2,8.5
Gujarat,Anand,26.5,79.4,16.0,17.2,4.9
Gujarat,Anand,19.0,70.7,14.3,19.5,5.4
Gujarat,Anand,26.5,70.1,13.0,27.2,8.7
Gujarat,Anand,24.3,56.7,16.5,12.9,7.1
Gujarat,Anand,19.0,65.9,12.2,14.7,3.8
Gujarat,Anand,20.2,56.5,9.6,18.9,9.8
Gujarat,Anand,22.0,64.7,12.2,22.6,8.3
Gujarat,Anand,15.4,59.6,15.8,17.9,8.9
Gujarat,Anand,28.6,47.6,7.5,18.7,8.1
Gujarat,Anand,23.7,68.1,12.6,19.6,7.5
Gujarat,Anand,13.1,66.9,11.5,15.7,6.4
Gujarat,Anand,16.7,73.9,9.0,19.5,6.8
Gujarat,Anand,24.1,79.1,10.3,19.6,8.5
Gujarat,Anand,25.8,62.1,7.8,16.7,7.8
Gujarat,Anand,24.8,76.4,11.5,16.9,5.3
Gujarat,Anand,18.9,59.5,16.4,15.3,5.7
Gujarat,Anand,21.4,80.3,13.9,19.0,5.1
Gujarat,Anand,24.3,77.0,16.2,10.6,6.1
Gujarat,Anand,24.6,80.8,8.0,14.9,6.5
Gujarat,Anand,17.1,48.6,18.3,18.3,6.3
Gujarat,Anand,18.2,67.8,10.3,22.4,5.6
Gujarat,Anand,24.0,67.6,13.6,18.5,8.1
Gujarat,Anand,25.6,76.8,13.7,18.5,9.7
Gujarat,Anand,21.5,83.5,15.2,22.0,7.2
Gujarat,Anand,21.1,71.1,12.8,19.3,8.2
Gujarat,Anand,29.1,60.8,10.3,14.6,7.9
Gujarat,Anand,32.4,56.0,10.0,14.2,6.6
Gujarat,Anand,14.3,80.9,14.5,20.7,8.8
Gujarat,Anand,29.2,69.3,8.5,17.0,7.4
Gujarat,Anand,21.1,87.3,13.0,20.4,8.9
Gujarat,Anand,26.4,67.3,17.0,21.7,6.8
Gujarat,Anand,25.9,64.7,10.0,23.2,6.7
Gujarat,Anand,21.2,71.8,15.6,11.6,6.4
Gujarat,Anand,13.8,36.2,12.6,14.7,8.6
Gujarat,Anand,19.0,75.9,13.4,16.3,6.7
Gujarat,Anand,25.9,75.3,16.6,20.9,7.4
Gujarat,Anand,25.1,67.4,11.1,16.3,8.1
Gujarat,Anand,20.8,71.7,12.4,22.6,7.9
Gujarat,Anand,21.1,58.9,15.6,18.3,9.6
Gujarat,Anand,11.9,71.8,15.1,20.3,7.8
Gujarat,Anand,27.9,78.3,14.3,24.9,6.8
Gujarat,Anand,33.4,59.7,15.4,21.6,10.9
Gujarat,Anand,26.5,76.9,7.5,23.4,7.9
Gujarat,Anand,28.7,60.5,11.0,20.7,7.4
Gujarat,Anand,26.4,71.7,11.0,19.0,6.4
Gujarat,Anand,38.8,73.4,17.8,15.8,7.4
Gujarat,Anand,22.8,74.0,13.1,15.5,8.2
Gujarat,Anand,26.3,72.9,16.0,23.8,9.9
Gujarat,Anand,26.7,79.1,11.9,20.8,8.4
Gujarat,Anand,22.5,70.6,8.7,24.9,9.4
Gujarat,Anand,18.9,81.6,15.4,21.3,8.0
Gujarat,Anand,27.9,56.9,19.4,11.3,5.3
Gujarat,Anand,30.3,79.2,17.6,20.4,6.1
Gujarat,Anand,25.3,78.5,10.4,15.7,7.5
Gujarat,Anand,21.4,68.3,10.6,22.3,6.8
Gujarat,Anand,22.4,77.1,9.2,16.4,8.0
Gujarat,Anand,20.6,83.0,9.3,19.5,6.2
Gujarat,Anand,32.3,59.4,18.3,20.3,7.2
Gujarat,Anand,14.6,86.7,14.0,15.1,6.7
Gujarat,Anand,16.7,62.2,12.2,26.5,11.2
Gujarat,Anand,27.7,54.4,19.5,12.9,8.8
Gujarat,Anand,25.3,82.3,10.2,24.1,9.7
Gujarat,Anand,27.1,70.1,15.6,25.4,6.8
Gujarat,Anand,21.8,63.6,5.8,23.7,7.5
Gujarat,Anand,23.6,65.6,13.8,17.3,8.8
Gujarat,Anand,23.1,58.5,14.3,16.5,7.4
Gujarat,Anand,29.7,70.5,12.8,18.2,7.8
Gujarat,Anand,21.9,75.3,11.5,19.2,6.0
Gujarat,Anand,27.6,64.6,9.2,17.9,8.7
Gujarat,Anand,27.9,47.6,10.4,25.8,9.4
Gujarat,Anand,18.7,79.0,8.2,16.7,5.9
Gujarat,Anand,28.7,70.3,14.0,12.2,8.8
Gujarat,Anand,33.2,72.4,18.5,23.5,10.2
Gujarat,Anand,23.9,73.2,10.5,14.2,6.3
Gujarat,Anand,26.4,57.4,12.8,11.3,7.0
Gujarat,Anand,26.3,63.0,11.6,19.9,6.9
Gujarat,Anand,26.4,53.1,8.9,15.9,7.2
Gujarat,Anand,34.0,75.8,7.4,20.8,6.7
Gujarat,Anand,22.7,62.7,11.7,12.8,7.3
Gujarat,Anand,26.6,62.0,10.9,15.2,6.9
Gujarat,Surat,25.4,68.1,14.5,23.8,6.6
Gujarat,Surat,23.8,59.0,11.1,20.2,8.6
Gujarat,Surat,24.5,73.1,8.5,21.0,6.2
Gujarat,Surat,32.8,88.1,17.1,16.3,8.5
Gujarat,Surat,12.5,80.7,12.4,12.7,8.4
Gujarat,Surat,23.3,66.5,14.1,24.0,7.9
Gujarat,Surat,13.5,72.6,9.4,21.9,8.0
Gujarat,Surat,23.4,68.5,6.9,26.2,7.9
Gujarat,Surat,25.9,72.3,6.8,23.6,6.8
Gujarat,Surat,25.1,63.1,8.6,17.5,7.1
Gujarat,Surat,24.5,64.0,11.9,18.4,5.3
Gujarat,Surat,24.4,68.7,10.1,23.3,7.3
Gujarat,Surat,26.5,60.5,10.2,18.5,5.5
Gujarat,Surat,15.3,82.8,10.5,19.1,7.8
Gujarat,Surat,23.6,58.0,15.4,17.8,8.4
Gujarat,Surat,32.0,56.9,14.9,20.4,6.1
Gujarat,Surat,27.1,71.0,10.7,27.6,8.1
Gujarat,Surat,19.5,73.3,12.0,15.5,7.1
Gujarat,Surat,26.9,60.7,8.3,14.5,5.5
Gujarat,Surat,27.7,74.1,9.7,19.1,5.5
Gujarat,Surat,21.8,63.4,13.4,24.7,5.9
Gujarat,Surat,20.9,72.7,8.2,16.3,8.8
Gujarat,Surat,31.1,60.7,10.0,22.7,8.9
Gujarat,Surat,23.5,62.9,14.0,21.3,7.4
Gujarat,Surat,34.0,72.1,9.0,21.5,6.4
Gujarat,Surat,24.0,77.3,15.0,8.1,6.6
Gujarat,Surat,22.3,69.6,9.7,18.7,7.3
Gujarat,Surat,16.4,67.9,15.3,14.9,7.7
Gujarat,Surat,25.3,51.6,11.4,19.6,9.3
Gujarat,Surat,23.1,73.6,10.3,21.1,8.8
Gujarat,Surat,16.6,71.2,14.1,19.4,7.8
Gujarat,Surat,28.7,56.2,13.6,24.7,6.8
Gujarat,Surat,21.8,63.6,13.4,25.7,10.6
Gujarat,Surat,32.8,66.5,9.9,13.8,8.2
Gujarat,Surat,39.7,72.1,13.5,19.8,8.3
Gujarat,Surat,21.9,73.2,11.6,21.9,7.5
Gujarat,Surat,27.6,60.9,15.8,23.9,7.1
Gujarat,Surat,22.2,57.4,9.0,18.4,7.7
Gujarat,Surat,26.0,87.4,11.0,17.6,7.4
Gujarat,Surat,20.4,85.3,17.9,23.2,8.9
Gujarat,Surat,24.2,76.7,16.2,18.7,9.6
Gujarat,Surat,24.9,69.0,9.9,20.9,9.2
Gujarat,Surat,13.7,73.4,14.7,20.5,4.5
Gujarat,Surat,18.2,69.2,7.5,30.7,9.4
Gujarat,Surat,19.8,78.7,14.5,18.5,9.0
Gujarat,Surat,14.6,66.6,10.9,27.2,6.1
Gujarat,Surat,28.4,63.1,15.7,18.3,5.7
Gujarat,Surat,24.9,78.4,14.1,14.0,5.1
Gujarat,Surat,21.8,60.2,9.8,18.2,8.4
Gujarat,Surat,23.6,58.2,9.7,21.8,7.3
Gujarat,Surat,21.4,76.3,14.9,23.1,7.3
Gujarat,Surat,20.5,67.7,10.4,9.5,7.1
Gujarat,Surat,14.3,62.7,10.8,26.2,5.7
Gujarat,Surat,26.2,66.8,13.9,17.3,5.1
Gujarat,Surat,25.5,70.2,13.1,18.8,7.0
Gujarat,Surat,29.0,77.1,10.1,19.4,5.7
Gujarat,Surat,27.8,74.6,16.7,22.9,7.8
Gujarat,Surat,37.9,73.5,14.2,12.8,8.7
Gujarat,Surat,37.1,72.9,14.9,24.4,10.2
Gujarat,Surat,28.0,54.2,13.2,23.1,8.5
Gujarat,Surat,24.2,66.3,11.4,19.4,7.7
Gujarat,Surat,27.7,73.8,11.2,15.2,8.1
Gujarat,Surat,23.6,86.1,15.2,21.4,6.4
Gujarat,Surat,18.2,70.0,12.9,13.1,8.2
Gujarat,Surat,25.2,43.3,9.9,16.8,5.7
Gujarat,Surat,26.9,87.9,13.9,22.5,6.3
Gujarat,Surat,27.5,68.2,12.5,17.6,5.1
Gujarat,Surat,29.6,71.6,11.8,27.3,6.0
Gujarat,Surat,28.2,90.5,13.8,15.4,9.0
Gujarat,Surat,22.3,63.9,9.8,26.5,6.9
Gujarat,Surat,20.4,82.5,7.7,20.3,6.5
Gujarat,Surat,28.0,65.8,8.3,20.6,6.8
Gujarat,Surat,29.2,70.7,18.9,17.8,9.3
Gujarat,Surat,23.2,68.8,14.8,16.2,9.3
Gujarat,Surat,28.5,77.9,15.3,22.3,8.5
Gujarat,Surat,31.6,70.1,12.0,21.9,7.7
Gujarat,Surat,29.7,88.7,9.7,20.4,5.9
Gujarat,Surat,23.9,68.5,11.3,23.6,8.0
Gujarat,Surat,22.0,79.1,12.2,17.9,6.0
Gujarat,Surat,17.7,65.4,12.7,23.7,4.4
Gujarat,Surat,34.3,62.3,11.3,18.6,6.6
Gujarat,Surat,23.5,67.6,12.0,26.3,6.4
Gujarat,Surat,34.2,75.5,7.8,16.7,6.1
Gujarat,Surat,24.9,83.2,14.9,15.9,9.3
Gujarat,Surat,19.8,61.1,15.6,24.1,8.7
Gujarat,Surat,25.1,69.3,9.0,20.0,6.5
Gujarat,Surat,24.1,92.9,13.5,15.6,9.4
Gujarat,Surat,31.7,84.3,11.1,19.6,5.6
Gujarat,Surat,32.8,71.2,8.4,26.6,6.5
Gujarat,Surat,23.0,59.5,8.9,21.6,6.5
Gujarat,Surat,17.4,79.9,14.0,27.2,6.9
Gujarat,Surat,25.2,72.1,12.9,21.0,7.0
Gujarat,Surat,16.0,72.9,14.2,18.7,11.2
Gujarat,Surat,22.6,63.7,13.8,20.9,5.1
Gujarat,Surat,29.0,65.4,16.2,21.6,7.1
Gujarat,Surat,31.4,64.5,8.5,14.5,7.9
Gujarat,Surat,34.1,68.6,14.8,21.2,6.9
Gujarat,Surat,16.7,71.7,14.9,21.8,7.0
Gujarat,Surat,22.4,63.7,10.5,20.2,7.3
Gujarat,Surat,27.5,60.3,12.4,19.9,6.7
Gujarat,Surat,26.5,61.1,16.1,21.7,8.3
Gujarat,Surat,24.6,66.7,10.3,16.7,5.2
Gujarat,Surat,25.5,77.0,8.8,25.3,5.1
Gujarat,Surat,29.3,61.5,15.7,23.1,11.5
Gujarat,Surat,21.9,47.6,6.8,19.2,7.7
Gujarat,Surat,21.4,73.6,15.2,22.3,7.4
Gujarat,Surat,20.8,78.3,16.6,17.6,5.7
Gujarat,Surat,30.8,73.2,13.4,26.9,4.8
Gujarat,Surat,23.9,73.8,18.5,19.8,6.8
Gujarat,Surat,26.1,77.3,16.1,25.9,4.6
Gujarat,Surat,21.2,78.6,13.3,21.7,6.6
Gujarat,Surat,26.2,67.7,13.9,22.0,8.0
Gujarat,Surat,26.4,68.3,17.3,24.5,7.6
Gujarat,Surat,29.3,90.3,9.8,17.2,7.6
Gujarat,Surat,26.6,64.7,14.6,19.7,9.1
Gujarat,Surat,21.7,61.4,11.9,19.4,6.2
Gujarat,Surat,25.5,63.4,18.2,19.8,8.1
Gujarat,Surat,18.8,75.5,10.1,23.7,5.2
Gujarat,Surat,24.8,80.3,13.0,19.4,9.5
Gujarat,Surat,20.9,58.3,9.4,16.0,8.1
Gujarat,Surat,23.5,79.8,13.9,21.5,4.9
Gujarat,Surat,27.9,82.5,12.8,16.1,5.2
Gujarat,Surat,30.0,71.0,8.4,21.5,7.5
Gujarat,Surat,32.9,61.9,13.6,24.7,8.2
Gujarat,Surat,24.2,66.6,11.6,18.0,6.4
Gujarat,Surat,30.7,80.5,14.7,20.9,7.8
Gujarat,Surat,17.2,77.0,12.5,15.2,9.1
Gujarat,Surat,24.2,77.5,13.8,16.4,8.6
Gujarat,Surat,21.7,53.4,14.7,20.8,7.7
Gujarat,Surat,28.8,58.5,9.6,15.6,6.8
Gujarat,Surat,26.7,90.4,11.8,20.7,5.4
Gujarat,Surat,22.3,49.4,19.3,12.4,6.7
Gujarat,Surat,24.3,87.7,13.2,14.4,7.0
Gujarat,Surat,25.3,63.5,10.3,16.7,6.3
Gujarat,Surat,20.3,61.0,11.5,22.9,5.6
Gujarat,Surat,20.9,70.4,14.0,25.9,8.5
Gujarat,Surat,25.7,69.5,12.1,15.3,8.1
Gujarat,Surat,22.7,71.3,9.6,19.5,6.1
Gujarat,Surat,27.6,67.2,13.0,18.2,8.5
Gujarat,Surat,26.7,61.4,9.7,23.4,4.0
Gujarat,Surat,31.8,62.5,14.4,21.4,6.9
Gujarat,Surat,26.4,70.4,14.7,16.8,8.5
Gujarat,Surat,15.2,75.6,12.4,21.8,8.4
Gujarat,Surat,32.2,70.9,9.8,27.1,8.0
Gujarat,Surat,29.2,65.9,11.2,20.4,8.3
Gujarat,Surat,26.4,60.0,17.1,15.2,8.0
Gujarat,Surat,25.1,95.3,11.2,15.1,8.5
Gujarat,Surat,22.5,80.6,15.1,22.8,6.3
Gujarat,Surat,29.3,93.1,11.4,19.2,7.3
Gujarat,Surat,23.5,71.4,12.6,19.8,6.2
Gujarat,Surat,31.0,73.7,15.4,22.4,3.5
Gujarat,Surat,29.5,78.1,13.2,28.7,9.1
Gujarat,Surat,30.0,53.0,16.5,22.7,5.5
Gujarat,Surat,26.6,53.1,14.6,20.7,6.6
Gujarat,Surat,28.5,62.4,12.9,24.4,7.0
Gujarat,Surat,20.2,80.9,12.8,28.0,8.3
Gujarat,Surat,28.8,73.6,14.2,22.4,8.5
Gujarat,Surat,19.4,61.4,14.5,20.4,6.4
Gujarat,Surat,26.5,86.1,13.1,21.7,8.2
Gujarat,Surat,21.9,69.5,6.2,16.2,7.4
Gujarat,Surat,19.0,69.8,11.6,25.3,10.5
Gujarat,Surat,24.7,73.8,16.1,20.0,8.1
Gujarat,Surat,18.0,75.2,16.3,15.5,5.0
Gujarat,Surat,31.5,66.8,10.2,20.4,6.7
Gujarat,Surat,19.8,54.8,17.9,26.7,7.1
Gujarat,Surat,38.1,83.3,12.4,29.1,4.4
Gujarat,Surat,24.0,87.6,11.5,24.7,6.0
Gujarat,Surat,21.7,73.9,14.5,20.8,6.9
Gujarat,Surat,20.4,93.6,13.6,24.4,9.0
Gujarat,Surat,22.6,70.5,10.2,23.1,7.3
Gujarat,Surat,33.1,53.9,14.0,30.2,6.4
Gujarat,Surat,25.8,66.5,15.2,12.0,5.7
Gujarat,Surat,20.1,78.8,12.0,17.5,8.1
Gujarat,Surat,26.1,68.1,11.0,16.4,9.6
Gujarat,Surat,32.5,56.9,11.3,21.8,6.2
Gujarat,Surat,28.7,72.2,15.0,29.3,5.0
Gujarat,Surat,32.3,64.8,14.6,22.2,9.6
Gujarat,Surat,25.5,62.3,13.4,26.9,8.1
Gujarat,Surat,22.4,68.9,13.4,20.7,7.5
Gujarat,Surat,30.2,90.7,15.5,22.7,9.1
Gujarat,Surat,28.5,72.0,10.9,17.9,7.6
Gujarat,Surat,26.7,81.9,12.3,18.8,8.0
Gujarat,Surat,27.4,64.7,10.5,22.8,7.4
Gujarat,Surat,31.2,73.3,12.4,15.5,7.6
Gujarat,Surat,20.3,57.7,17.2,18.3,8.9
Gujarat,Surat,19.7,63.4,10.3,22.9,8.2
Gujarat,Surat,18.6,56.4,14.1,25.4,9.5
Gujarat,Surat,21.4,66.2,14.1,22.4,7.9
Gujarat,Surat,23.2,74.8,13.0,20.8,8.8
Gujarat,Surat,30.6,73.5,13.4,19.4,7.7
Gujarat,Surat,28.8,74.9,10.9,17.6,6.6
Gujarat,Surat,30.7,53.4,8.4,17.5,8.6
Gujarat,Surat,23.7,61.7,13.6,21.6,8.7
Gujarat,Surat,31.8,82.3,14.2,19.7,8.1
Gujarat,Surat,23.0,78.9,11.0,17.0,8.9
Gujarat,Surat,17.8,64.0,14.3,19.7,7.3
Gujarat,Surat,19.7,60.3,12.0,14.0,7.5
Gujarat,Surat,30.7,80.5,14.1,20.8,7.4
Gujarat,Surat,25.3,61.5,10.8,14.0,8.8
Gujarat,Surat,24.5,88.0,10.9,20.0,8.5
Andhra Pradesh,Guntur,23.9,69.3,17.3,16.7,8.4
Andhra Pradesh,Guntur,20.0,68.8,13.2,19.5,7.3
Andhra Pradesh,Guntur,15.1,78.1,8.3,25.1,7.4
Andhra Pradesh,Guntur,26.2,48.2,12.4,20.0,6.3
Andhra Pradesh,Guntur,25.9,64.4,10.1,18.7,8.8
Andhra Pradesh,Guntur,23.2,73.5,14.5,19.2,8.9
Andhra Pradesh,Guntur,23.7,77.5,10.4,20.3,8.8
Andhra Pradesh,Guntur,30.2,79.5,15.5,14.4,7.1
Andhra Pradesh,Guntur,24.8,57.7,13.7,18.7,7.1
Andhra Pradesh,Guntur,22.3,73.5,14.7,15.7,8.9
Andhra Pradesh,Guntur,25.2,67.5,15.4,13.3,7.7
Andhra Pradesh,Guntur,19.2,59.6,8.0,22.5,8.3
Andhra Pradesh,Guntur,28.0,76.7,11.6,30.9,9.0
Andhra Pradesh,Guntur,16.2,68.7,13.2,18.9,10.6
Andhra Pradesh,Guntur,20.6,66.1,14.7,20.5,7.2
Andhra Pradesh,Guntur,32.8,85.4,8.3,27.5,7.2
Andhra Pradesh,Guntur,27.7,89.8,14.9,29.1,8.8
Andhra Pradesh,Guntur,25.1,80.1,8.8,19.2,5.9
Andhra Pradesh,Guntur,21.1,74.5,12.1,19.4,5.5
Andhra Pradesh,Guntur,19.4,86.7,10.8,18.6,7.8
Andhra Pradesh,Guntur,23.9,68.6,8.3,22.2,10.4
Andhra Pradesh,Guntur,31.2,62.8,13.7,30.1,7.5
Andhra Pradesh,Guntur,23.3,55.1,15.6,21.1,6.2
Andhra Pradesh,Guntur,25.5,79.8,10.4,13.4,7.7
Andhra Pradesh,Guntur,25.5,72.7,16.0,13.2,6.0
Andhra Pradesh,Guntur,23.1,54.4,10.2,17.9,9.0
Andhra Pradesh,Guntur,28.5,77.2,18.1,25.6,8.7
Andhra Pradesh,Guntur,25.8,64.1,8.3,17.1,8.8
Andhra Pradesh,Guntur,20.4,76.1,7.0,22.1,6.2
