Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut,Karnataka,Hassan,13.687427,75.7292,428.6,Laterite,0.575,0.185,7.57,24.8,Southern Plateau and Hills Region,High,Tube Well,Perennial,June,5.43,17.19,6.74,63,0.3492,0.127,0.5238,25.1,69.77,High,Warm
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut,Karnataka,Mysuru,14.584119,76.286048,757.1,Sandy,0.218,0.135,6.84,14.23,Southern Plateau and Hills Region,Medium,Tube Well,Perennial,June,10.07,17.79,8.27,87,0.3218,0.3103,0.3678,25.03,68.68,High,Warm
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,coconut,Kerala,Kozhikode,10.279927,76.291317,49.0,Laterite,0.432,0.116,2.42,15.86,West Coast Plains and Ghats Region,Medium,Tube Well,Perennial,June,7.94,17.44,6.91,70,0.3286,0.3,0.3714,25.98,72.66,High,Moderate
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,coconut,Kerala,Kottayam,10.306321,76.4153,215.9,Sandy,0.124,0.18,3.16,15.79,West Coast Plains and Ghats Region,Medium,Drip,Perennial,July,9.02,17.42,5.34,76,0.4868,0.0658,0.4474,21.69,61.28,High,Moderate
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut,Karnataka,Chikkamagaluru,15.079548,76.187865,776.0,Laterite,0.445,0.057,18.34,16.23,Southern Plateau and Hills Region,High,Drip,Perennial,June,11.09,19.26,6.62,74,0.2568,0.3514,0.3919,25.63,69.68,High,Moderate
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton,Haryana,Rohtak,29.376037,76.385501,266.1,Black,1.096,0.262,21.43,39.76,Trans-Gangetic Plains Region,High,Canal,Kharif,June,13.06,17.08,6.13,204,0.652,0.2304,0.1176,58.55,70.85,Medium,Moderate
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton,Telangana,Karimnagar,18.458228,78.861751,267.3,Alluvial,0.586,0.456,10.82,23.98,Southern Plateau and Hills Region,Medium,Drip,Kharif,May,9.09,19.97,5.38,192,0.7083,0.1875,0.1042,51.1,63.48,Medium,Moderate
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton,Haryana,Sirsa,28.943705,76.138135,243.7,Alluvial,0.79,0.211,17.69,25.3,Trans-Gangetic Plains Region,High,Canal,Kharif,May,14.48,18.37,7.41,169,0.6154,0.2781,0.1065,46.84,70.92,Medium,Moderate
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton,Punjab,Amritsar,30.747854,75.047756,186.1,Black,1.144,0.504,15.74,35.83,Trans-Gangetic Plains Region,High,Canal,Kharif,May,6.57,18.25,6.22,203,0.6552,0.2315,0.1133,60.87,66.83,Medium,Moderate
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton,Andhra Pradesh,Anantapur,16.242019,79.672157,59.6,Black,0.688,0.302,5.53,36.67,East Coast Plains and Hills Region,Low,Canal,Kharif,May,13.29,17.43,6.18,187,0.6738,0.2032,0.123,51.81,59.56,Medium,Moderate
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,cotton,Haryana,Rohtak,29.454244,76.711075,201.8,Black,1.19,0.228,11.03,36.53,Trans-Gangetic Plains Region,Low,Drip,Kharif,June,7.18,18.28,6.66,195,0.6462,0.2564,0.0974,61.25,79.27,Medium,Moderate
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton,Andhra Pradesh,Krishna,15.592958,79.702661,316.0,Black,1.071,0.286,11.25,33.76,East Coast Plains and Hills Region,Medium,Drip,Kharif,May,13.58,19.58,5.83,174,0.6494,0.2356,0.1149,53.06,73.3,Medium,Moderate
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton,Punjab,Amritsar,31.006509,75.594603,288.5,Alluvial,0.664,0.159,15.24,34.79,Trans-Gangetic Plains Region,Medium,Drip,Kharif,June,12.36,19.27,6.17,188,0.6436,0.2394,0.117,52.9,68.83,Low,Moderate
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton,Maharashtra,Pune,20.763744,74.91759,573.2,Black,1.056,0.722,10.19,39.1,Western Plateau and Hills Region,Low,Drip,Kharif,June,12.04,19.93,6.71,184,0.6576,0.2554,0.087,52.91,75.06,Medium,Moderate
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,Haryana,Hisar,29.316582,76.080859,245.0,Black,0.967,0.306,22.92,33.76,Trans-Gangetic Plains Region,Medium,Drip,Kharif,June,8.16,17.8,7.52,211,0.6114,0.2844,0.1043,58.98,62.15,Medium,Moderate
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton,Andhra Pradesh,Chittoor,15.095597,80.270105,358.5,Alluvial,0.487,0.599,12.95,26.46,East Coast Plains and Hills Region,Medium,Drip,Kharif,June,9.96,16.82,5.37,177,0.6045,0.2542,0.1412,45.35,64.74,Medium,Moderate
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton,Punjab,Bathinda,31.488356,75.174039,285.9,Alluvial,0.598,0.23,13.67,23.45,Trans-Gangetic Plains Region,Medium,Drip,Kharif,May,8.11,17.64,7.63,199,0.6131,0.2965,0.0905,53.3,67.89,Medium,Moderate
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton,Telangana,Nizamabad,17.87643,78.802422,355.8,Alluvial,0.713,0.548,7.61,28.55,Southern Plateau and Hills Region,Medium,Drip,Kharif,May,7.62,16.66,6.06,193,0.7254,0.1969,0.0777,53.17,55.42,Low,Moderate
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton,Haryana,Sirsa,28.870769,76.215643,204.4,Alluvial,0.887,0.405,22.6,26.07,Trans-Gangetic Plains Region,High,Canal,Kharif,May,12.99,18.59,6.32,172,0.593,0.2849,0.1221,52.34,63.61,Medium,Moderate
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton,Gujarat,Surat,23.124511,71.988333,59.4,Black,1.188,0.367,12.59,32.8,Gujarat Plains and Hills Region,High,Drip,Kharif,June,17.26,19.28,6.18,176,0.6307,0.2273,0.142,56.56,59.84,Medium,Moderate
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton,Gujarat,Surat,22.843846,71.519657,157.1,Alluvial,0.731,0.458,18.01,20.82,Gujarat Plains and Hills Region,Medium,Canal,Kharif,May,15.66,20.46,7.0,184,0.712,0.1902,0.0978,51.23,64.79,Low,Moderate
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton,Andhra Pradesh,Anantapur,16.234278,80.303713,238.6,Alluvial,0.408,0.38,8.93,32.91,East Coast Plains and Hills Region,High,Canal,Kharif,May,11.32,16.55,6.49,194,0.6959,0.2216,0.0825,50.23,70.04,Medium,Moderate
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton,Punjab,Patiala,31.606777,75.805643,276.9,Alluvial,0.753,0.19,20.89,20.24,Trans-Gangetic Plains Region,Medium,Canal,Kharif,June,8.21,19.16,6.89,164,0.6098,0.2805,0.1098,50.09,68.74,Low,Moderate
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton,Punjab,Bathinda,30.755714,75.218437,204.0,Black,0.809,0.283,14.11,29.11,Trans-Gangetic Plains Region,Medium,Drip,Kharif,June,11.66,18.92,6.68,186,0.6613,0.2097,0.129,50.45,66.82,Medium,Moderate
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton,Telangana,Khammam,18.567673,78.806182,567.0,Black,1.019,0.641,9.52,29.23,Southern Plateau and Hills Region,Medium,Drip,Kharif,June,13.9,16.53,5.68,188,0.6223,0.2979,0.0798,54.75,60.59,Medium,Moderate
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton,Andhra Pradesh,Chittoor,16.461547,79.535395,144.1,Alluvial,0.525,0.524,7.45,33.48,East Coast Plains and Hills Region,Medium,Canal,Kharif,May,9.44,16.6,5.58,181,0.6685,0.1989,0.1326,46.12,63.52,Medium,Moderate
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton,Andhra Pradesh,Chittoor,15.877502,79.593023,275.0,Black,0.989,0.467,12.64,36.05,East Coast Plains and Hills Region,High,Drip,Kharif,June,10.63,19.2,5.78,177,0.5706,0.3277,0.1017,55.27,64.71,Medium,Moderate
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton,Haryana,Hisar,29.502066,76.326862,225.6,Alluvial,0.831,0.514,12.1,31.88,Trans-Gangetic Plains Region,Medium,Canal,Kharif,June,9.53,19.5,7.14,173,0.6185,0.2428,0.1387,51.04,56.85,Medium,Moderate
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,cotton,Andhra Pradesh,Krishna,14.919577,80.032146,182.4,Alluvial,0.592,0.275,5.24,21.14,East Coast Plains and Hills Region,Low,Drip,Kharif,May,7.89,19.09,6.06,163,0.6135,0.2515,0.135,44.13,57.5,Medium,Moderate
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton,Telangana,Khammam,18.327475,78.509266,393.9,Alluvial,0.5,0.482,13.6,30.85,Southern Plateau and Hills Region,High,Drip,Kharif,May,8.84,18.81,6.49,185,0.6757,0.2108,0.1135,44.1,61.88,Medium,Moderate
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton,Haryana,Rohtak,29.758523,76.026954,250.3,Alluvial,0.634,0.372,14.14,31.56,Trans-Gangetic Plains Region,Medium,Drip,Kharif,June,7.46,19.24,6.23,188,0.5585,0.3191,0.1223,51.38,60.32,Medium,Moderate
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton,Gujarat,Rajkot,23.483064,71.888404,40.7,Alluvial,0.528,0.555,24.78,29.03,Gujarat Plains and Hills Region,High,Canal,Kharif,May,10.29,17.49,7.43,167,0.6108,0.2754,0.1138,47.21,74.68,Medium,Moderate
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton,Haryana,Karnal,29.450458,76.38263,273.0,Alluvial,0.518,0.501,23.18,28.67,Trans-Gangetic Plains Region,Low,Drip,Kharif,May,9.14,19.54,6.79,202,0.6485,0.2426,0.1089,50.13,67.65,Low,Moderate
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton,Gujarat,Rajkot,21.726084,70.619355,197.8,Alluvial,0.687,0.12,12.93,20.75,Gujarat Plains and Hills Region,High,Canal,Kharif,June,11.1,20.33,7.27,189,0.7354,0.1852,0.0794,51.56,51.63,Medium,Moderate
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton,Maharashtra,Pune,20.244358,76.676339,406.7,Black,1.012,0.766,8.78,30.02,Western Plateau and Hills Region,High,Drip,Kharif,May,5.49,18.36,7.35,163,0.6626,0.2209,0.1166,50.44,64.4,Low,Moderate
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton,Punjab,Amritsar,31.157967,75.297606,243.1,Black,1.026,0.599,27.38,35.93,Trans-Gangetic Plains Region,Low,Drip,Kharif,June,10.19,18.14,6.27,186,0.6344,0.2419,0.1237,51.2,69.55,Medium,Moderate
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,Punjab,Amritsar,31.167639,75.323219,275.5,Black,0.634,0.519,16.09,39.29,Trans-Gangetic Plains Region,Medium,Drip,Kharif,May,7.38,18.11,5.75,180,0.5944,0.2833,0.1222,49.05,68.96,Medium,Moderate
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton,Haryana,Karnal,29.556746,76.702978,228.6,Black,0.744,0.594,12.69,31.59,Trans-Gangetic Plains Region,Medium,Drip,Kharif,June,7.59,19.5,6.55,202,0.6188,0.297,0.0842,55.88,69.1,Medium,Moderate
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton,Punjab,Amritsar,31.116288,75.47714,261.0,Black,0.775,0.224,19.82,26.46,Trans-Gangetic Plains Region,Medium,Canal,Kharif,June,13.17,17.91,7.36,170,0.6647,0.2176,0.1176,47.7,68.77,Medium,Moderate
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton,Andhra Pradesh,Guntur,16.252985,79.407406,454.6,Black,1.024,0.77,13.16,35.0,East Coast Plains and Hills Region,Medium,Canal,Kharif,May,13.98,17.84,6.55,199,0.6583,0.2613,0.0804,60.44,63.94,Medium,Moderate
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton,Telangana,Nizamabad,17.620649,78.737369,552.6,Alluvial,0.784,0.54,6.38,20.89,Southern Plateau and Hills Region,High,Canal,Kharif,June,7.58,18.77,6.27,179,0.6425,0.2682,0.0894,50.7,67.31,Medium,Moderate
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton,Gujarat,Ahmedabad,22.36732,71.931544,31.5,Black,1.001,0.774,24.12,25.14,Gujarat Plains and Hills Region,High,Canal,Kharif,May,10.81,17.38,5.94,176,0.642,0.2159,0.142,51.49,61.65,Medium,Moderate
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton,Gujarat,Rajkot,22.268739,71.58856,8.1,Alluvial,0.817,0.584,13.62,30.91,Gujarat Plains and Hills Region,Low,Drip,Kharif,May,16.75,18.37,6.82,170,0.6529,0.2412,0.1059,50.61,75.19,Medium,Moderate
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton,Maharashtra,Nashik,19.971037,75.65,328.3,Alluvial,0.599,0.471,6.68,21.58,Western Plateau and Hills Region,High,Canal,Kharif,June,6.0,19.1,7.51,183,0.6066,0.2896,0.1038,51.25,78.11,Medium,Moderate
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton,Gujarat,Surat,21.513159,71.813555,95.8,Alluvial,0.433,0.16,19.97,23.63,Gujarat Plains and Hills Region,Medium,Drip,Kharif,June,9.67,20.6,6.4,186,0.6559,0.2581,0.086,49.27,63.72,Low,Moderate
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton,Andhra Pradesh,Krishna,15.070056,79.99432,178.4,Black,1.083,0.366,13.04,36.81,East Coast Plains and Hills Region,Medium,Drip,Kharif,June,9.37,19.64,6.61,171,0.6316,0.269,0.0994,54.34,69.94,Low,Moderate
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,Punjab,Bathinda,31.119694,75.596959,193.9,Black,1.052,0.577,20.59,32.88,Trans-Gangetic Plains Region,Medium,Drip,Kharif,May,9.76,20.1,5.91,195,0.6769,0.2103,0.1128,53.97,66.63,Medium,Moderate
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton,Haryana,Rohtak,29.221343,76.177384,268.8,Alluvial,0.642,0.504,22.44,27.48,Trans-Gangetic Plains Region,High,Canal,Kharif,May,12.67,19.3,7.03,162,0.6358,0.2593,0.1049,48.48,69.17,Medium,Moderate
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton,Telangana,Karimnagar,17.870254,79.524447,428.0,Black,0.917,0.321,17.59,32.35,Southern Plateau and Hills Region,High,Canal,Kharif,May,6.82,17.12,4.74,208,0.6394,0.2404,0.1202,55.27,55.3,Medium,Moderate
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton,Haryana,Karnal,28.784624,76.398786,273.5,Alluvial,0.617,0.424,22.92,22.46,Trans-Gangetic Plains Region,Medium,Drip,Kharif,May,14.59,17.03,7.35,182,0.6978,0.2033,0.0989,49.39,66.47,Medium,Moderate
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton,Haryana,Sirsa,28.73897,75.612641,201.7,Black,0.598,0.528,16.36,33.54,Trans-Gangetic Plains Region,High,Drip,Kharif,May,11.49,17.28,6.22,174,0.6322,0.2241,0.1437,46.42,63.55,Medium,Moderate
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,Haryana,Sirsa,29.263771,76.290268,219.2,Alluvial,0.498,0.269,14.65,31.85,Trans-Gangetic Plains Region,High,Canal,Kharif,May,10.25,18.82,6.18,188,0.6968,0.2021,0.1011,49.75,70.18,Medium,Moderate
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton,Telangana,Khammam,17.942363,78.92769,430.9,Black,0.945,0.662,16.91,32.75,Southern Plateau and Hills Region,High,Canal,Kharif,May,7.09,17.76,6.77,170,0.6353,0.2235,0.1412,49.5,65.27,Medium,Moderate
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton,Maharashtra,Nashik,18.922754,75.727976,683.4,Alluvial,0.848,0.542,9.33,32.11,Western Plateau and Hills Region,Medium,Canal,Kharif,June,7.83,17.75,7.38,179,0.6816,0.2235,0.095,52.9,77.95,Medium,Moderate
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton,Haryana,Rohtak,29.052005,76.221739,256.8,Black,1.121,0.764,16.71,29.86,Trans-Gangetic Plains Region,Low,Canal,Kharif,June,13.01,19.32,6.35,176,0.6307,0.2841,0.0852,51.75,66.8,Medium,Moderate
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton,Maharashtra,Pune,19.192203,76.51258,558.3,Black,0.95,0.404,7.64,29.22,Western Plateau and Hills Region,Medium,Canal,Kharif,May,6.31,17.51,6.35,197,0.7107,0.203,0.0863,56.89,59.43,Medium,Moderate
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton,Telangana,Karimnagar,18.434206,79.246544,251.8,Alluvial,0.887,0.383,7.02,32.63,Southern Plateau and Hills Region,High,Drip,Kharif,May,14.29,18.61,6.39,160,0.625,0.25,0.125,47.28,63.09,Medium,Moderate
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton,Gujarat,Junagadh,23.030164,71.690012,57.6,Black,1.127,0.616,14.49,31.23,Gujarat Plains and Hills Region,High,Canal,Kharif,May,13.01,18.33,6.42,189,0.6508,0.2646,0.0847,60.11,65.84,Low,Moderate
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton,Punjab,Bathinda,31.091123,75.64511,287.5,Black,1.199,0.63,16.15,38.42,Trans-Gangetic Plains Region,Medium,Drip,Kharif,May,12.02,18.39,6.48,164,0.6524,0.2195,0.128,54.96,56.47,Low,Moderate
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton,Andhra Pradesh,Anantapur,16.0544,79.656047,87.9,Alluvial,0.426,0.526,13.88,20.74,East Coast Plains and Hills Region,Medium,Canal,Kharif,June,10.93,18.18,5.36,187,0.631,0.2674,0.1016,49.35,72.23,Low,Moderate
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,cotton,Gujarat,Junagadh,22.364802,71.006472,296.6,Black,0.751,0.333,9.45,27.03,Gujarat Plains and Hills Region,High,Canal,Kharif,May,11.89,19.03,7.32,174,0.592,0.2931,0.1149,49.61,66.43,Medium,Moderate
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton,Maharashtra,Nashik,19.443093,76.096887,486.5,Black,1.006,0.577,10.43,29.87,Western Plateau and Hills Region,Medium,Canal,Kharif,May,9.65,17.47,6.77,209,0.6364,0.2727,0.0909,55.48,62.45,Medium,Moderate
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton,Andhra Pradesh,Chittoor,15.456268,79.215301,288.2,Alluvial,0.798,0.435,5.89,26.42,East Coast Plains and Hills Region,High,Canal,Kharif,June,14.04,16.88,5.16,196,0.6582,0.2398,0.102,55.61,72.4,Medium,Moderate
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton,Andhra Pradesh,Krishna,15.32008,79.221582,198.0,Black,0.878,0.593,6.08,27.88,East Coast Plains and Hills Region,Medium,Drip,Kharif,May,12.98,19.23,5.4,187,0.6203,0.2781,0.1016,54.44,65.34,Low,Moderate
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,cotton,Punjab,Bathinda,31.506271,75.49827,199.3,Alluvial,0.723,0.244,24.77,32.7,Trans-Gangetic Plains Region,Low,Drip,Kharif,June,11.95,17.63,7.83,177,0.6441,0.226,0.1299,50.8,66.86,Medium,Moderate
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,cotton,Maharashtra,Nashik,19.034756,75.174623,665.4,Black,0.818,0.658,14.43,31.41,Western Plateau and Hills Region,Low,Drip,Kharif,May,13.74,17.0,6.78,208,0.6298,0.2885,0.0817,55.17,61.88,Medium,Moderate
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton,Haryana,Rohtak,28.971356,76.095376,260.5,Black,0.668,0.8,16.47,27.0,Trans-Gangetic Plains Region,High,Canal,Kharif,June,11.66,18.85,6.29,168,0.6369,0.256,0.1071,48.88,68.1,Low,Moderate
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,cotton,Telangana,Warangal,18.053131,78.132435,473.0,Black,0.672,0.224,16.42,36.41,Southern Plateau and Hills Region,High,Drip,Kharif,May,14.43,17.88,4.6,188,0.6543,0.234,0.1117,48.35,62.78,Medium,Moderate
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton,Punjab,Bathinda,31.33074,75.101033,200.6,Black,0.629,0.321,23.84,26.55,Trans-Gangetic Plains Region,Medium,Canal,Kharif,May,7.91,19.8,6.88,186,0.6022,0.2634,0.1344,51.95,62.01,Low,Moderate
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton,Maharashtra,Pune,19.800279,75.311633,439.8,Alluvial,0.531,0.588,14.3,25.45,Western Plateau and Hills Region,Medium,Drip,Kharif,May,8.11,16.24,6.79,178,0.6685,0.2472,0.0843,47.51,62.84,Low,Moderate
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton,Gujarat,Ahmedabad,22.869816,70.75098,90.9,Alluvial,0.718,0.386,23.92,30.44,Gujarat Plains and Hills Region,Medium,Drip,Kharif,May,12.27,20.61,7.83,208,0.625,0.2837,0.0913,57.6,62.48,Medium,Moderate
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton,Gujarat,Surat,23.679886,71.143973,66.6,Alluvial,0.464,0.358,10.79,28.84,Gujarat Plains and Hills Region,High,Canal,Kharif,May,12.82,20.05,6.83,204,0.6225,0.2598,0.1176,51.49,56.4,Low,Moderate
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton,Telangana,Karimnagar,17.961702,79.198909,287.7,Alluvial,0.435,0.302,9.94,25.21,Southern Plateau and Hills Region,High,Drip,Kharif,May,9.36,19.58,5.9,204,0.6569,0.2549,0.0882,46.67,65.78,Medium,Moderate
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton,Haryana,Rohtak,29.184313,76.570363,231.4,Black,0.942,0.287,20.93,34.98,Trans-Gangetic Plains Region,Medium,Canal,Kharif,June,13.33,18.24,7.08,163,0.6687,0.2209,0.1104,48.32,58.37,Low,Moderate
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton,Gujarat,Ahmedabad,22.323378,71.782459,59.0,Alluvial,0.897,0.168,24.06,24.15,Gujarat Plains and Hills Region,Medium,Canal,Kharif,June,11.55,17.07,6.15,165,0.6061,0.2909,0.103,46.82,62.75,Low,Moderate
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton,Telangana,Karimnagar,17.830042,78.943527,417.6,Black,0.599,0.293,6.81,29.02,Southern Plateau and Hills Region,Medium,Drip,Kharif,May,12.54,18.87,6.71,203,0.6502,0.2562,0.0936,54.9,66.29,Low,Moderate
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton,Gujarat,Surat,22.289424,71.845046,112.2,Black,0.802,0.473,9.76,32.08,Gujarat Plains and Hills Region,Medium,Drip,Kharif,May,14.91,18.1,6.35,164,0.622,0.2256,0.1524,47.92,54.86,Medium,Moderate
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton,Haryana,Karnal,29.353896,76.218439,252.5,Black,0.866,0.727,23.39,28.0,Trans-Gangetic Plains Region,Low,Drip,Kharif,May,10.64,18.98,6.7,172,0.6453,0.2267,0.1279,51.45,66.6,Medium,Moderate
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton,Punjab,Patiala,30.681954,75.718336,288.1,Alluvial,0.718,0.443,25.22,29.79,Trans-Gangetic Plains Region,High,Drip,Kharif,June,14.65,18.11,7.16,183,0.6393,0.2787,0.082,51.55,62.67,Medium,Moderate
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton,Punjab,Patiala,31.238716,75.484112,238.2,Black,0.807,0.469,22.12,35.95,Trans-Gangetic Plains Region,High,Canal,Kharif,June,10.93,17.72,6.23,196,0.6939,0.1837,0.1224,51.58,58.12,Medium,Moderate
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton,Punjab,Bathinda,31.267712,75.84852,224.7,Alluvial,0.527,0.315,19.2,22.0,Trans-Gangetic Plains Region,High,Canal,Kharif,June,8.68,18.63,6.13,208,0.6442,0.2692,0.0865,54.33,65.6,Low,Moderate
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton,Andhra Pradesh,Anantapur,15.679045,80.423529,47.9,Black,1.098,0.601,13.73,39.22,East Coast Plains and Hills Region,Medium,Drip,Kharif,June,8.08,16.81,5.93,181,0.6188,0.2983,0.0829,56.95,63.58,Medium,Moderate
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton,Punjab,Amritsar,31.09449,75.287678,246.4,Black,0.81,0.426,18.98,28.33,Trans-Gangetic Plains Region,Medium,Canal,Kharif,June,9.91,17.65,7.5,176,0.5966,0.3182,0.0852,50.18,58.79,Medium,Moderate
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton,Gujarat,Rajkot,22.559332,70.816029,181.8,Alluvial,0.625,0.567,12.54,32.9,Gujarat Plains and Hills Region,Low,Drip,Kharif,June,12.91,20.34,6.53,200,0.7,0.225,0.075,52.26,54.85,Medium,Moderate
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton,Haryana,Hisar,28.836811,76.255631,249.0,Black,0.558,0.392,25.51,39.3,Trans-Gangetic Plains Region,Medium,Canal,Kharif,June,14.67,19.1,7.41,197,0.6396,0.2335,0.1269,51.95,67.74,Low,Moderate
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton,Punjab,Amritsar,31.339427,75.019318,297.8,Black,1.195,0.701,24.33,29.88,Trans-Gangetic Plains Region,Medium,Canal,Kharif,June,12.22,17.6,7.21,179,0.5922,0.2737,0.1341,56.52,66.29,Medium,Moderate
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton,Punjab,Bathinda,31.056422,75.489792,194.4,Alluvial,0.875,0.583,17.54,28.65,Trans-Gangetic Plains Region,High,Canal,Kharif,May,6.61,17.21,7.14,193,0.6269,0.2746,0.0984,50.71,72.32,Medium,Moderate
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton,Telangana,Karimnagar,17.882305,78.831496,341.1,Black,1.091,0.593,9.67,33.37,Southern Plateau and Hills Region,Medium,Canal,Kharif,June,13.78,17.67,5.48,185,0.5838,0.3243,0.0919,58.58,57.59,Medium,Moderate
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,Punjab,Amritsar,31.06014,75.888786,270.8,Black,0.962,0.411,18.75,35.52,Trans-Gangetic Plains Region,Medium,Drip,Kharif,May,9.46,18.83,7.02,189,0.6138,0.2963,0.0899,51.33,66.32,Medium,Moderate
